query_id,accession_id
A0A1G9Q3W7,PF00072.27;PF00486.31
A0A1I0QUV2,PF04542.17
A0A6C0QRU0,PF00005.30
H3SJB0,PF00381.22
H3SCP2,PF00005.30
A0A0S3PU26,PF01042.24
H3SIS7,PF04545.19;PF08281.15
A0A7H1QBQ1,PF04542.17;PF04545.19;PF08281.15
A0A1C4Z0S7,PF01381.25;PF13560.9;PF12844.10
A0A1I0MUN4,PF00005.30
H3SNC3,PF00440.26
A0A3N4RW36,PF13466.9
A0A1G9HL71,PF00440.26
A0A1G9KAF4,PF07486.15
A0A561TG36,PF00072.27;PF00196.22
A0A7W7GP07,PF00300.25
A0A090ZDI6,PF05685.15
A0A1G9ZD48,PF10764.12
A0A1G9Q9S3,PF00072.27;PF00486.31
A0A1G9J9N4,PF00005.30;PF13304.9
A0A1G9SZY9,PF00072.27;PF00196.22
A0A1G9GWM9,PF13302.10
A0A7H1Q2V9,PF01810.21
A0A6C0QRZ9,PF01202.25;PF13238.9
A0A7W9MVX0,PF00072.27;PF00196.22
A0A073JBU5,PF00005.30;PF13304.9
A0A1G9R0Z7,PF00005.30
A0A1G9TWF5,PF00072.27;PF00486.31
A0A073J3X9,PF00005.30
A0A090ZGH9,PF00834.22
A0A1C5A748,PF13305.9;PF00440.26
A0A1C4UIV6,PF00814.28
A0A1G9ZHI7,PF01475.22
A0A7H1PSQ4,PF01738.21
H3SEM6,PF00189.23;PF07650.20
A0A7H1QAV2,PF00072.27;PF00196.22
A0A5P1YHX6,PF01730.19
A0A6C0QRQ4,PF03780.16
A0A1G9LT10,PF00005.30;PF13304.9
A0A1I0RCC1,PF00005.30;PF13304.9
A0A1G9RRS1,PF01638.20
A0A1G9TV88,PF00005.30
H3S9C6,PF13419.9;PF00702.29
A0A6C0QT93,PF00005.30;PF13304.9
A0A7W9MTS2,PF13561.9;PF00106.28
H3SMW7,PF00005.30
H3SFT4,PF00072.27;PF00196.22
A0A090Y767,PF00005.30
A0A1G9QC22,PF13673.10;PF00583.28;PF13508.10
A0A6C0QLE9,PF02561.17
H3SA63,PF00583.28;PF13508.10;PF13420.10;PF13673.10
A0A1G9QWW2,PF00486.31;PF00072.27
H3SEA9,PF00440.26
A0A5P1YH15,PF00072.27;PF00196.22
A0A7W3Q5J0,PF04993.16
A0A6N7L764,PF00005.30
H3SH06,PF00005.30;PF13304.9
A0A0B8NHB2,PF00072.27;PF00196.22
A0A2J6NMT9,PF00005.30;PF13304.9
A0A7H1PSC9,PF13419.9;PF00702.29
A0A5P1YPV8,PF00300.25
H3SPC8,PF12710.10
A0A1G9GE77,PF00300.25
A0A090ZLD0,PF07729.15;PF00392.24
A0A1C4ZSA9,PF01047.25;PF12802.10
A0A0W1AYU1,PF00005.30;PF13304.9
A0A5J6EW09,PF03029.20
A0A5J6ERR2,PF00072.27;PF00486.31
G7GMY0,PF02502.21
A0A5J6ESQ3,PF00486.31;PF00072.27
Q5HQ43,PF03602.18
G7GTU2,PF13561.9;PF00106.28;PF08659.13
A0A4Y9FTP8,PF06781.15
A4JB17,PF12790.10
A0A5J6EXI2,PF00072.27;PF00486.31
A0A1H9WJ72,PF00072.27;PF00196.22
A0A178YC26,PF00072.27
A0A4R1NJK8,PF01467.29
A0A0U4YDQ7,PF00005.30
A0A2A5J8F8,PF00005.30;PF13304.9
G7GL89,PF18029.4
A0A4R1NW27,PF00571.31
Q5HMG4,PF02367.20
A0A0F0KL25,PF17940.4
A0A2A5JEX0,PF00364.25;PF13533.9
A0A4R1N346,PF01220.22
Q5HQM6,PF01106.20
G7GJA1,PF03965.19
Q5HR51,PF01047.25
A0A5J6EY24,PF00196.22
A0A5J6EXK6,PF00072.27;PF00196.22
A0A1H9SHV4,PF01220.22
A0A1H9MTR7,PF00300.25
G7GJT3,PF01475.22
G7GLC9,
A0A7W3KP74,
A0A4R1NM80,
Q5HMS9,
A0A1G9V884,
A0A6C0QV45,
