query_id,accession_id
A0A0M6YET3,PF01613.21
A0A3N1L1L0,PF04296.16
A0A7X0WJ13,PF00475.21
A0A6B0JIW0,PF00072.27;PF00196.22
A0A098MCR4,PF00381.22
A0A098MAI1,PF00005.30;PF13304.9
M7P0V3,PF13561.9;PF00106.28;PF08659.13
A0A810MTZ4,PF00072.27;PF00196.22
A0A0U2SZ23,PF08281.15;PF04545.19
A0A6B0JPC8,PF13483.9;PF12706.10;PF00753.30
A0A7W8A815,PF00072.27;PF00196.22
M7P3G8,PF03994.17
A0A1B1Z400,PF08241.15;PF13847.9;PF13649.9;PF01209.21;PF13489.9
A0A098M300,PF00005.30;PF13304.9
M7PBJ6,PF04241.18
M7NBV8,PF00072.27;PF00486.31
M7NUL4,PF00005.30;PF13304.9
A0A1H0UG94,PF00005.30;PF13304.9
A0A1H0US94,PF00072.27;PF00486.31
A0A1V0U7E6,PF13419.9;PF00702.29
A0A3A9ZLC9,PF18029.4
A0A3N1L325,PF01569.24
A0A6Z6UET5,PF00486.31;PF00072.27
A0A0U3KFJ0,PF00072.27;PF00196.22
A0A1B1Z0D0,PF01638.20
A0A1B1YZP5,PF00551.22
A0A0M6YIC2,PF00366.23
A0A1V0UHR4,PF03029.20
A0A1B1YZE1,PF04977.18
M7P9Y8,PF00528.25
A0A0U3LXW5,PF12802.10
A0A498BY39,PF00072.27
A0A0A0JAK4,PF00106.28;PF13561.9;PF08659.13
A0A7X0WII1,PF00005.30;PF13304.9
A0A098M5D3,PF00005.30;PF13304.9
A0A1B1Z5Y3,PF01220.22
A0A7W7ZW17,PF00486.31;PF00072.27
A0A1B1Z1S5,PF01361.24
A0A3A9Z982,PF01042.24
A0A7X0WIZ9,PF00027.32
A0A098M5G3,PF00072.27;PF00196.22
A0A3A9ZLN4,PF02254.21
A0A7X1BYV5,PF00005.30;PF13304.9
A0A098M3P3,PF00072.27;PF00486.31
A0A0U3LE94,PF00440.26;PF17754.4
A0A1V0UAU9,PF13404.9;PF01037.24;PF13412.9
A0A1B1Z232,PF00072.27
A0A7T2MLJ5,PF10502.12
A0A0A0J6W6,PF00072.27;PF00196.22
A0A3A9ZM75,PF00005.30
A0A098MEB5,PF00072.27;PF00486.31
A0A1H0SI71,PF00072.27;PF00196.22
A0A0U2SW12,PF16321.8;PF02482.22
A0A0V8GI69,PF00166.24
M7P728,PF00297.25
A0A0U3M0K3,PF00072.27;PF00196.22
A0A7W7ZZU2,PF00005.30
A0A1B1Z9Z8,PF04309.15
A0A8I1M589,PF00005.30;PF13304.9
A0A917W6I7,PF04149.15
A0A4V3ED47,PF13404.9;PF01037.24
A0A239U465,PF00392.24;PF07729.15
A0A512HT25,PF01288.23
A0A930VE04,PF11305.11
A0A512HVY7,PF00440.26
M5J5R2,PF05103.16
A0A917SDX1,PF00072.27;PF00196.22
A0A546Z727,PF00005.30
A0A930VE88,PF00072.27;PF00196.22
A0A0F3KC81,PF00072.27;PF00486.31
A0A546ZEJ2,PF00338.25
A0A4R7G361,PF01502.21
A0A8T8I383,PF01386.22;PF14693.9
A0A8T8HUU1,PF08281.15;PF04545.19
A0A512HSW6,PF00072.27;PF00486.31
A0A8T8I116,PF01613.21
M5J6N6,PF00005.30;PF13304.9;PF13401.9
A0A930VFS3,PF14464.9
A0A546ZHF0,PF00072.27;PF00486.31
A0A2T0YAB4,PF01022.23;PF12840.10
A0A1I2HQ31,PF13561.9;PF00106.28;PF08659.13
A0A8T8I633,PF14464.9
A0A8T8I0T5,PF13561.9;PF00106.28;PF08659.13
A0A8J3B220,PF00072.27
A0A2S6JVS8,PF00072.27
A0A2S6JUM0,PF01227.25
A0A2T0YSC8,PF09335.14
A0A546YYT7,PF00005.30;PF13304.9
A0A0F3KV13,PF00005.30
A0A917S6B3,PF03965.19
A0A0F3KPN7,PF04542.17
A0A546ZFS2,PF02777.21;PF00081.25
A0A8I1M7M9,PF00005.30
A0A0F3K3S4,PF13561.9;PF00106.28
A0A512HS95,PF13561.9;PF00106.28
A0A4R7G4H6,PF00578.24;PF08534.13
A0A0M6YN55,
A0A1L3MG50,
A0A917WIF3,
A0A1B1Z1T4,
