query_id,accession_id
A0A917S0Z4,PF00005.30;PF13304.9
A0A917VZ09,PF00829.24
A0A8G1XCE4,PF00166.24
A0A1H5CS13,PF02909.20;PF00440.26
A0A1H9FIF7,PF00929.27
A0A1H9M426,PF00359.25
A0A6I5MMF4,PF00196.22;PF00072.27
A0A1H9R8A5,PF01029.21
A0A7J0CV12,PF00196.22;PF00072.27
A0A917RYE1,PF02325.20
A0A7J0D433,PF00072.27;PF00486.31
A0A1H9M7G6,PF02686.18
A0A1H5XD68,PF00583.28;PF13673.10;PF13508.10
A0A917W1P1,PF00005.30;PF13304.9;PF02463.22
A0A014MEC0,PF00216.24
A0A1H4VEM7,PF00072.27;PF00196.22
A0A918EF12,PF13305.9
A0A1H4RBR4,PF01872.20
A0A171DPA5,PF00072.27;PF00196.22
A0A0C1D054,PF00005.30
A0A1H5XFM4,PF00072.27;PF00486.31
A0A1G7L1F1,PF00440.26
A0A7X5Y555,PF00719.22
A0A7W9C843,PF03379.16
A0A1G9XLN0,PF02583.20
A0A1G9XIV5,PF00005.30
A0A0J8G1C4,PF00829.24
A0A0J8DA89,PF00005.30;PF13304.9
A0A0F4JMS1,PF13305.9
A0A0F4ITU2,PF00677.20
A0A1G9XS74,PF00005.30;PF13304.9
A0A919EQJ1,PF00072.27;PF00196.22
A0A0F4K0I0,PF03948.17;PF01281.22
A0A7W7R4R8,PF00072.27;PF00196.22
A0A1G9UXS0,PF06289.14
A0A0F4JR62,PF00072.27;PF00196.22
A0A1H0AWJ8,PF00005.30;PF13304.9
A0A1G9Y3B9,PF01128.22
A0A2T4UW77,PF00574.26
A0A1G9TUR3,PF00027.32;PF13545.9
A0A919V357,PF02527.18
A0A1G9U3S3,PF00072.27;PF00486.31
A0A1G9UP60,PF00578.24;PF08534.13
A0A0J8G346,PF12838.10;PF13237.9;PF13247.9;PF00037.30;PF12797.10
A0A1G9U2Q6,PF03551.17
A0A0F4J0F0,PF02909.20;PF00440.26
A0A0F4JQA0,PF16859.8;PF00440.26
A0A2T4URM7,PF01939.19
A0A1G9W1H9,PF02517.19
A0A7Y9W1W3,PF08334.14
A0A2W0ESL0,PF13279.9;PF03061.25
A0A919EPS0,PF00196.22
A0A1G5PCV5,PF08334.14
A0A0F4JA12,PF13412.9;PF13404.9;PF01037.24
A0A8H9L5Q7,PF00072.27;PF00196.22
A0A1G7P8C0,PF13419.9;PF00702.29
A0A1G9UPN4,PF11256.11
A0A7W7R565,PF00072.27;PF00486.31
A0A1G9XQQ3,PF09335.14
A0A7W7RBA9,PF00072.27;PF00486.31
A0A2T4UPQ4,PF00072.27;PF00196.22
A0A1I6I0W2,PF01066.24
A0A1G9V623,PF03061.25;PF13279.9
A0A6H9TAK9,PF13561.9;PF00106.28
A0A1G9YIK9,PF14177.9
A0A1G9W396,PF01740.24;PF13466.9
A0A0F4IQ36,PF00535.29
F5XK23,PF13398.9
A0A1G9TAW3,PF00255.22
A0A0F4JLW8,PF10604.12
A0A7W9FAA0,PF00227.29
A0A1G9Y099,PF00132.27;PF14602.9
A0A7W7RA41,PF00072.27;PF00196.22
A0A1H0D142,PF02542.19
A0A1G9UUX8,PF00625.24
A0A919R0H3,PF13545.9;PF00027.32
A0A2H4VCI3,PF01198.22
A0A1V0N1H0,PF00174.22
A0A2A2HBF5,PF05370.14
A0A2A2HF00,PF01467.29
A0A1M4MM05,PF06093.16
A0A345XXV6,PF00072.27;PF00196.22
A0A345XT95,PF00005.30
A0A0F7FAM5,PF11588.11
A0A3B0CL13,PF00578.24;PF08534.13;PF13905.9;PF00085.23
A0A3B0CWL3,PF00005.30;PF13304.9
A0A2M8WRV7,PF00072.27;PF00196.22
A0A0F7F8L8,PF07681.15
A0A0F7F976,PF00072.27
A0A0F7FAB8,PF00005.30;PF13304.9
A0A3B0CLT9,PF00005.30
A0A2M8WVJ9,PF00005.30
A0A0B2AQW6,PF04542.17;PF08281.15;PF04545.19
A0A919KLL8,PF00072.27;PF00196.22
A0A3B0C885,PF00005.30;PF13304.9
A0A4R2NVY9,
A0A2H4VNX6,
A0A2H4VN10,
A0A0F4JIV6,
A0A1G9URS0,
