query_id,accession_id
A0A4R3L334,PF00072.27;PF00486.31
A0A4R3LHK2,PF02590.20
A0A4R3LI40,PF00196.22;PF00072.27
A0A4R3M8B2,PF13662.9;PF02132.18
A0A4R3LIC9,PF00072.27
A0A4R3MJ61,PF02602.18
A0A4R3MJP1,PF13505.9
A0A4R3LCZ5,PF00893.22
A0A4R3MDD6,PF01176.22
A0A4R3MC35,PF17939.4;PF00440.26
A0A4R3MG52,PF00576.24
A0A4R3MHV2,PF00313.25
A0A4R3LNB5,PF17938.4;PF00440.26
A0A4R3MGF6,PF06240.16
A0A4R3MHR8,PF04073.18
A0A4R3LIM2,PF00027.32;PF13545.9
A0A4R3M6Y2,PF13467.9
A0A4R3M9H0,PF03352.16
A0A4R3MC26,PF02777.21;PF00081.25
A0A4R3MIK8,PF00005.30
A0A4R3M0A8,PF00111.30
A0A4R3MDL7,PF00027.32
A0A4V2UWC0,PF00574.26
A0A4R3LGR9,PF02798.23;PF13417.9;PF13409.9
A0A4R3LDB2,PF06429.16
A0A4R3LS41,PF03946.17;PF00298.22
A0A4R3MD05,PF00216.24
A0A4V2UWJ2,PF00355.29;PF13806.9
A0A4R3MBY1,PF01081.22
A0A4V2UZV2,PF00237.22
A0A4R3ML35,PF13561.9;PF00106.28
A0A4R3M719,PF01730.19
A0A4V2V024,PF06938.14
A0A4R3M878,PF13561.9;PF00106.28
A0A1M4X7V3,PF00106.28;PF13561.9;PF08659.13
A0A1M4XF61,PF00072.27;PF00196.22
A0A1M4V6U0,PF00005.30;PF13304.9
A0A4R3MEL5,PF00137.24
A0A4R3LI53,PF00117.31;PF07722.16
A0A4R3LYX3,PF01722.21
A0A4R3MIH0,PF03734.17
A0A4R3LGH0,PF03652.18
A0A1M4S4E1,PF03550.17
A0A4R3MGD4,PF00625.24
A0A4R3L6B7,PF00027.32
A0A1M4V0W7,PF00828.22
A0A4R3L5X0,PF03737.18
A0A4R3MHV7,PF00238.22
A0A4R3MLE8,PF14693.9;PF01386.22
A0A4R3LUI4,PF06742.14
A0A4R3LY63,PF00440.26
A0A4R3MH49,PF02798.23
A0A4R3LHW2,PF08897.14
A0A4R3MC49,PF00160.24
A0A4V2UW61,PF04359.17
A0A4R3MHG1,PF07729.15;PF00392.24
A0A4R3MHD3,PF00571.31
A0A4R3ME79,PF03734.17
A0A1M4T402,PF01288.23
A0A4R3LCN2,PF03091.18
A0A4R3MEP4,PF03477.19
A0A4R3MAZ0,PF02632.17
A0A4R3M3X9,PF14815.9;PF00293.31
A0A4R3MEI9,PF04280.18
A0A4R3M8L0,PF07702.16;PF00392.24
A0A4V2V022,PF00293.31
A0A4R3M353,PF13561.9;PF00106.28;PF08659.13
A0A4R3L5Y8,PF00005.30;PF13304.9
A0A1M4XC18,PF00334.22
A0A4R3LIB7,PF00005.30
A0A4R3MHX7,PF03734.17
A0A1M4YKT1,PF00106.28;PF13561.9
A0A4R3LTD2,PF01042.24
A0A1M4U9V6,PF08281.15;PF04542.17;PF04545.19
A0A4R3MED9,PF00072.27;PF00486.31
A0A4V2UY30,PF01016.22
A0A1M4SVA5,PF03100.18
A0A4R3MDL4,PF13419.9;PF00702.29;PF12710.10
A0A4R3MD43,PF07729.15;PF00392.24
A0A4V2UZX7,PF00313.25
A0A4R3LET5,PF13466.9
A0A4R3MBM3,PF01042.24
A0A4R3MCU4,PF01467.29
A0A1J5P2S9,PF02863.21;PF01316.24
A0A1J5P1V0,PF00072.27;PF00486.31
A0A1N6F8Z6,PF01135.22
A0A1N6FGR5,PF02033.21
A0A1N6GS09,PF02152.21
A0A1J5NEC6,PF17938.4;PF00440.26
A0A1N6EQE9,PF02472.19
A0A1N6DLW6,PF17136.7
A0A1N6F250,PF00551.22
A0A4R3LII3,
A0A1M4S4G4,
A0A1M4T3G0,
A0A4R3MBN2,
A0A1M4UPY5,
A0A1N6FHF4,
A0A4R3M052,
A0A4V6NZR3,
