query_id,accession_id
A0A7W8AWN1,PF00486.31
A0A1G9Q975,PF08281.15;PF04542.17
A0A143YH54,PF01047.25
G7VRG8,PF00596.24
A0A1N6SXL3,PF00300.25
U5LDM4,PF01165.23
A0A1G8YGN5,PF00005.30;PF13304.9
U5L8V1,PF00106.28;PF13561.9;PF08659.13
A0A853S965,PF00694.22
A0A1G8EML4,PF02909.20;PF00440.26
U5LE57,PF07331.14
U5LG14,PF00072.27;PF00486.31
A0A430ARZ9,PF00333.23;PF03719.18
A0A084GP13,PF14681.9
A0A1G8H286,PF00072.27;PF00196.22
A0A430APM5,PF00072.27;PF00486.31
A0A0P1G4M6,PF13412.9;PF13404.9;PF01037.24
A0A1N7BIT8,PF00072.27;PF00486.31
G7W3B8,PF00072.27;PF00196.22
A0A853SKB1,PF02464.20
A0A084GXU4,PF00072.27;PF00196.22
A0A561EI67,PF01810.21
A0A143YI77,PF00005.30;PF13304.9
A0A1N6T8P0,PF00528.25
A0A1N7BEX4,PF06107.14
G7W0H1,PF00994.27
A0A8E2WHF0,PF00072.27;PF00486.31
G7VSM6,PF13443.9
H1LF64,PF00106.28;PF13561.9;PF08659.13
G7W2T6,PF00005.30;PF13304.9
A0A7W8EVK4,PF00072.27;PF00196.22
A0A918NUK1,PF00005.30
A0A1X6ZSN3,PF01613.21
A0A366FE19,PF01323.23
U5L423,PF00005.30;PF13304.9
A0A084GNU5,PF01022.23;PF12840.10
A0A561EZ17,PF00072.27;PF00196.22
A0A1H3QM15,PF00005.30;PF13304.9
A0A1N6XZS0,PF01047.25
A0A1N6UCR8,PF00994.27
A0A561EJB7,PF00072.27;PF00486.31
A0A6S6M7C1,PF00005.30
A0A366EVQ8,PF00468.20
A0A143Z0Q6,PF03610.19
A0A1N7DC79,PF00072.27;PF00486.31
G7W4P1,PF11588.11
A0A1N7AIE6,PF00072.27;PF00486.31
A0A084GNM6,PF00072.27;PF00486.31
A0A091C0X7,PF00072.27;PF00486.31
A0A143YXH6,PF00528.25
A0A143YYT1,PF00731.23
A0A1N7AN54,PF09335.14
U5L8X3,PF10502.12
A0A1N7AS72,PF09335.14
G7W1B4,PF00753.30
A0A091BX26,PF00005.30
A0A1N6XLF0,PF00072.27;PF00196.22
A0A1N7D6I2,PF00072.27;PF00486.31
G7W3V6,PF01910.20
A0A7W8ANF7,PF13460.9;PF01370.24
G7W3A3,PF00510.21
A0A084GJ27,PF00528.25
U5L7A7,PF01741.21
A0A1N6TPK4,PF00072.27;PF00486.31
A0A1G9Q2H9,PF00005.30
A0A084H0V2,PF00005.30
A0A0R1VK02,PF00005.30;PF13304.9
A0A1N7ADJ1,PF04542.17
A0A0P1F6E1,PF00005.30
A0A8E2WCH5,PF10604.12
G7W108,PF13561.9;PF00106.28;PF08659.13
G7VZV0,PF00072.27;PF00486.31
A0A0R1VSV4,PF00582.29
A0A561EWD4,PF00498.29;PF16697.8;PF08044.14
A0A0S2SHA2,PF01220.22
A0A918ND20,PF02597.23
G7VV04,PF01910.20
A0A1X6ZJ60,PF00828.22
A0A7W8EXR7,PF13561.9;PF00106.28;PF08659.13
A0A430ANN4,PF01042.24
A0A091C2Q7,PF00588.22
A0A143YJU4,PF00528.25
A0A1X6YMH4,PF00005.30;PF13304.9
A0A1G8TB78,PF01638.20
A0A1X6YJG5,PF00106.28;PF13561.9
A0A1N6W396,PF00085.23
A0A1N6TGE3,PF00005.30
A0A0R1VLE0,PF00072.27;PF00486.31
A0A1N7D7Q8,PF08281.15;PF04545.19;PF04542.17
A0A084H2H8,PF00005.30;PF13304.9;PF02463.22
A0A1N7DDH2,PF08281.15;PF04542.17
A0A1N6VTC6,PF00486.31
G7W1Q9,PF00005.30;PF13304.9
A0A1N6RSJ8,PF04079.19
A0A1N6S197,PF00364.25
G7VVZ6,PF14437.9;PF00383.26
A0A0R1VKF8,PF00005.30
A0A091BVS1,PF00005.30;PF13304.9
A0A1N6ZBN9,
A0A084H140,
