query_id,accession_id
A0A1H1BVC6,PF06262.14
A0A1H1B0H1,PF03352.16
A0A1H1CMH5,PF04542.17;PF08281.15;PF04545.19
A0A1H1HEE9,PF04686.15
A0A1H1BGZ0,PF00903.28
A0A1H1F924,PF00886.22
A0A1H1APF2,PF04542.17;PF08281.15;PF04545.19
A0A1H1H272,PF01042.24
A0A1H1HPX9,PF01230.26
A0A1H1DRX5,PF01965.27
A0A1H1B8B5,PF14117.9
A0A1H1G5W9,PF05336.16
A0A1H1GZ36,PF00072.27;PF00196.22
A0A1H1HJ15,PF13561.9;PF00106.28;PF08659.13
A0A1H1E4W6,PF00163.22;PF01479.28
A0A1H1CQC3,PF00392.24;PF07702.16
A0A1H1H0U4,PF13649.9;PF08241.15;PF13847.9;PF13489.9;PF08242.15
A0A1H1DWM5,PF04542.17;PF04545.19
A0A1H1HWW9,PF01507.22
A0A1H1GY48,PF19462.2
A0A1H1I5V3,PF01327.24
A0A1H1FQI1,PF11706.11;PF07336.14
A0A1H1B479,PF00440.26
A0A1H1HQG1,PF04075.17
A0A1H1F868,PF03029.20
A0A1H1BHX0,PF17920.4;PF00440.26
A0A1H1ELK9,PF00072.27;PF00486.31
A0A1H1ER17,PF00106.28;PF13561.9;PF08659.13
A0A1H1HIZ5,PF13806.9
A0A1H1E6P6,PF00814.28
A0A1H1G2W9,PF03575.20
A0A1H1FBP5,PF12833.10;PF20240.1
A0A1H1G7B8,PF09349.13
A0A1H1HFI7,PF12840.10
A0A1H1H151,PF12900.10
A0A1H1DP05,PF00903.28
A0A1H1I092,PF12833.10;PF00165.26
A0A1H1F4N7,PF02597.23
A0A1H1CJN1,PF00085.23
Q1IX60,PF12850.10;PF00149.31
A0A1H1F9K4,PF10502.12
A0A1H1GA60,PF00677.20
A0A1H1FNY5,PF08281.15;PF04545.19
A0A1H1I1J2,PF00550.28
A0A1H1I555,PF07729.15;PF00392.24
A0A1H1HT21,PF00440.26
A0A1H1FN40,PF13349.9
A0A1H1HET2,PF08281.15;PF04542.17
A0A1H1CF51,PF07729.15;PF00392.24
A0A1H1EWQ6,PF13460.9
A0A1H1FFK4,PF13580.9
A0A1H1G2I9,PF13829.9
A0A1H1GAE5,PF12804.10
A0A1H1C317,PF04542.17;PF08281.15
A0A1H0ZV68,PF01872.20
A0A1H1F3V5,PF07729.15;PF00392.24
A0A1H1BHJ4,PF01638.20
A0A1H0ZS58,PF08281.15;PF04542.17
A0A1H1CGL7,PF00436.28
A0A1H1E5S0,PF00327.23
A0A1H1GAM7,PF02381.21
A0A1H1C926,PF06197.16
A0A1H1FAZ3,PF13561.9;PF00106.28
A0A1H1HMW6,PF03652.18
A0A1H1HJ86,PF13977.9;PF00440.26
A0A1H1C2V5,PF00005.30;PF13304.9
A0A1H1I1X4,PF00072.27;PF00196.22
A0A1H1AEI5,PF01037.24
A0A1H1BM27,PF02834.19;PF13563.9
A0A1H1GK28,PF00571.31
A0A0K8QII8,PF00156.30
A0A1H1DP14,PF18029.4
A0A1H1F2E1,PF01047.25;PF12802.10
A0A1H1FVV0,PF13561.9;PF00106.28
A0A1H1EMD3,PF07702.16;PF00392.24
A0A1H1I6X5,PF00005.30
A0A1H1HYD7,PF00072.27;PF00486.31
A0A1H1DHW3,PF01058.25
A0A1H1EXI2,PF04149.15
A0A1H1G162,PF00072.27;PF00196.22
A0A1H1DDP2,PF00072.27;PF00196.22
A0A1H1GHW9,PF02467.19
A0A1H1HIJ7,PF11695.11
A0A1H1HN77,PF09990.12
A0A226QQK0,PF07486.15;PF01476.23
A0A226QIH9,PF00072.27;PF00486.31
A0A226QLR1,PF02152.21
A0A226QR03,PF00005.30
A0A226QNM3,PF04542.17;PF08281.15;PF04545.19;PF07638.14
A0A226QIM9,PF04816.15;PF12847.10
A0A226QND6,PF00106.28;PF13561.9;PF08659.13
A0A226QJA8,PF00005.30
A0A226QQ43,PF00005.30;PF13304.9
A0A226QLB4,PF00355.29
A0A1H1HY71,
A0A226QQ59,
A0A1H1HBB3,
A0A226QMJ0,
A0A1H1I4J9,
A0A226QM40,
