query_id,accession_id
A0A841RKK5,PF00072.27;PF00196.22
A0A7Y3SLL7,PF00005.30
Q5FQK5,PF00072.27;PF00486.31
A0A8J3XM55,PF00072.27;PF00196.22
A0A7G1KUU0,PF00486.31;PF00072.27
A0A240C6K8,PF00005.30;PF13304.9
D0BKM2,PF00005.30;PF13304.9
A0A0L6Z813,PF00037.30;PF12837.10;PF12838.10;PF13237.9;PF13484.9;PF13187.9
A0A5S4W5H3,PF00005.30
W4QGC7,PF00005.30
M4ND47,PF01257.22
A0A8J3XEC5,PF03551.17
A0A2V3WBZ9,PF00005.30
A0A1M4U3S8,PF13411.9;PF09278.14;PF00376.26
D0BKA9,PF00005.30
I4WE48,PF00005.30
A0A5C4NJV8,PF00005.30;PF13304.9
A0A2V3WBN2,PF00005.30
D0BMV9,PF00005.30;PF13304.9
A0A1I2YYU1,PF13794.9
D0BJF5,PF01475.22
A0A8J3XFB0,PF00005.30;PF13304.9
A0A841RKG1,PF01520.21
A0A2V3WFY7,PF04542.17;PF08281.15
A0A061SLL8,PF08534.13
A0A222E0G6,PF00072.27;PF00196.22
W4QGD5,PF01475.22
A0A841RNY6,PF00005.30;PF13304.9
W4QHE4,PF07872.14
W4QLF5,PF00072.27;PF00486.31
W4QLE5,PF00005.30;PF13304.9
A0A841RQB3,PF07702.16;PF00392.24
M4NGJ8,PF07179.15
A0A1M4UA86,PF13417.9;PF13409.9
A0A8J3XGF1,PF00072.27;PF00196.22
I4WLU6,PF00072.27
A0A8J3U9H2,PF00164.28
A0A1I3A756,PF01872.20
W4QKJ6,PF02525.20
A0A841RRD2,PF00528.25
A0A8J3UFB2,PF00072.27;PF00196.22
A0A841RGW5,PF01475.22
A0A5S4W3C1,PF13561.9;PF00106.28
A0A3B9GWZ6,PF04364.16
A0A5C4NER8,PF02609.19
M4NJ99,PF04542.17;PF08281.15
W4Q9J0,PF00005.30
F1YYJ1,PF00574.26
A0A5S4WP22,PF04542.17;PF08281.15
A0A1M5JVR4,PF00297.25
A0A222EBM3,PF00005.30;PF13304.9
A0A3B9H1L5,PF00364.25
W4QDR3,PF13507.9
F1Z302,PF13561.9;PF00106.28;PF08659.13
A0A841RDZ3,PF07729.15;PF00392.24
A0A7Y3WN63,PF00005.30
A0A2V3W2Q0,PF00072.27;PF00486.31
A0A840AX29,PF13561.9;PF00106.28
A0A0J6G951,PF00072.27;PF00486.31
A0A919PY39,PF00072.27;PF00196.22
A0A919PS35,PF00072.27;PF00196.22
A0A919UB52,PF00106.28;PF13561.9
A0A918HDJ4,PF03029.20
A0A091B326,PF00578.24;PF08534.13
A0A919PM92,PF13561.9;PF00106.28;PF08659.13
A0A221MDF5,PF04232.15
A0A221MIB7,PF11146.11
A0A316ICN3,PF08281.15;PF04545.19
A0A918HFI7,PF02861.23
A0A221MFZ8,PF06338.14
A0A316HH15,PF00072.27;PF00196.22
A0A221M7T4,PF05991.14
A0A510V2B2,PF00072.27;PF00196.22
R2RWI4,PF00696.31
M2PU55,PF05331.14
A0A0P8YV88,PF00293.31
A0A0W0VA44,PF00117.31
A0A316HET7,PF11695.11
A0A7K3QA01,PF04149.15
A0A0F7D438,PF00005.30
A0A1J6HYG1,PF01037.24;PF13404.9;PF13412.9
A0A852SBF9,PF00072.27;PF00196.22
Q9A0S4,PF00005.30
A0A1J6HSJ7,PF00005.30;PF13304.9
A0A1H8CVV8,PF00857.23
A0A919DX93,PF00005.30;PF13304.9
A0A4Q2JS08,PF00730.28
A0A7W6A898,PF01084.23
M3VBS4,PF01042.24
A0A1W6A0I4,PF00005.30;PF13304.9
A0A0A3I8C7,PF00072.27;PF00486.31
A0A1H0R6H8,PF04978.15;PF12867.10
A0A839T3K1,PF01722.21
A0A0A3IH17,PF12850.10
A0A7W5YL10,
A0A8J3UJI5,
A0A7H0GPZ1,
M2QBH0,
A0A1W5ZZ43,
A0A8E3AUC3,
