query_id,accession_id
A0A165XD64,PF00578.24;PF08534.13;PF13905.9
A0A090KUW1,PF03334.17
A0A090IQR9,PF00252.21
A0A090KTF7,PF06686.14
A0A090KUP1,PF02082.23
A0A090IVN2,PF01569.24
A0A090J0D7,PF03449.18;PF01272.22
A0A090IY47,PF00072.27;PF00486.31
A0A090J051,PF06014.14
A0A2S5T3I1,PF02594.19
A0A2S5T1L8,PF01923.21
A0A2S5T2M0,PF00355.29;PF13806.9
A0A2S5T0L6,PF00072.27
A0A2S5T6W2,PF00005.30
A0A2S5T018,PF13561.9;PF00106.28;PF08659.13
A0A2S5T1I7,PF06821.16;PF12697.10
A0A2S5T3K6,PF00072.27;PF00486.31
A0A2S5T332,PF01329.22
A0A2S5T4N4,PF19029.3
A0A2S5T1S1,PF00156.30
A0A2S5T6W6,PF00106.28;PF13561.9;PF08659.13
A0A2S5T4V6,PF13417.9;PF13409.9;PF13410.9
A0A2S5T584,PF01965.27
A0A2S5T0H5,PF00072.27;PF00196.22
A0A2S5T448,PF04306.16
A0A2S5T0G0,PF00005.30
A0A2S5T8Y1,PF00005.30;PF13304.9
A0A2S5T457,PF00072.27;PF00196.22
A0A2S5T7Q4,PF00027.32;PF13545.9
A0A2S5T742,PF00196.22;PF00072.27
A0A2S5T1W0,PF04430.17
A0A2S5T8N9,PF03061.25
A0A2S5T2K5,PF01022.23
A0A2S5T8E9,PF13561.9;PF00106.28;PF08659.13
A0A2S5T7B1,PF00486.31;PF00072.27
A0A2S5T0X5,PF02798.23;PF13417.9;PF00043.28
A0A2S5T2D1,PF00072.27
A0A2S5T4V7,PF04020.16
A0A2S5T3B5,PF02627.23
A0A2S5T3T7,PF00359.25
A0A2S5T6I8,PF00005.30
A0A2S5T1U5,PF00076.25
A0A2S5T370,PF01176.22
A0A2S5T1Z2,PF13417.9;PF02798.23;PF13409.9
A0A2S5T3F8,PF01195.22
A0A2S5T4J3,PF00528.25
A0A2S5T633,PF00027.32;PF13545.9
A0A2S5T763,PF14803.9;PF00293.31
A0A2S5T798,PF03449.18;PF01272.22
A0A2S5T3D0,PF00216.24
A0A2S5T4F8,PF04972.20
A0A2S5T8L1,PF13419.9;PF00702.29;PF13242.9
A0A2S5T3V5,PF04545.19;PF04542.17;PF08281.15;PF04539.19
A0A2S5T3Y2,PF02472.19
A0A2S5T295,PF03884.17
A0A2S5T7R8,PF02798.23;PF13417.9;PF13409.9
A0A2S5T9L2,PF07729.15;PF00392.24
A0A2S5T4U9,PF00072.27;PF00486.31
A0A2S5T6Y3,PF09361.13
A0A2S5T2D9,PF00111.30
A0A2S5T2S0,PF00005.30
A0A2S5T3R1,PF00300.25
A0A2S5T2W6,PF00005.30;PF13304.9
A0A2S5T9S5,PF06429.16
A0A2S5T8W3,PF04955.15
A0A2S5T9A7,PF01625.24
A0A2S5T1B6,PF01144.26
A0A2S5T7J8,PF02823.19
A0A2S5T6P4,PF03960.18
A0A2S5T5Y8,PF00072.27;PF00486.31
A0A2S5T5Z8,PF03641.17;PF18306.4
A0A853AQI9,PF07729.15;PF00392.24
A0A1H8IG26,PF08327.14
A0A1H8IHD7,PF01810.21
A0A853AQ18,PF00828.22
A0A853AHF9,PF00411.22
A0A1H8F4V8,PF09579.13
A0A1H8FDS5,PF00717.26;PF01726.19
A0A1H8BPZ0,PF01475.22
A0A1H8G6X6,PF00583.28;PF13673.10;PF13508.10;PF13302.10
A0A1H8BJA2,PF03473.20;PF03475.17
A0A1H8EXX2,PF01220.22
A0A1H8GH20,PF07261.14
A0A1H8J6N8,PF01799.23
A0A1H8H2X0,PF13561.9;PF00106.28;PF08659.13
A0A1H8IE51,PF13411.9;PF00376.26
A0A1H8IG52,PF00005.30;PF13304.9
A0A1H8C9H9,PF00005.30;PF13304.9
A0A1H8DB70,PF09424.13
A0A1H8GTU5,PF03994.17
A0A1H8C5G2,PF00485.21
A0A1H8IV10,PF00072.27;PF00486.31
A0A1H8HS26,PF00253.24
A0A2S5T7U4,
A0A1H8CEG0,
A0A165XD93,
A0A090J158,
A0A2S5T686,
A0A2S5T3R0,
A0A1H8BN55,
