query_id,accession_id
G9QJH9,PF03948.17;PF01281.22
G9QNA9,PF02357.22
G9QNU0,PF04226.16
G9QPS3,PF01475.22
G9QPX8,PF02410.18
G9QM46,PF09671.13
G9QQ00,PF06949.14
G9QPL3,PF08207.15;PF09285.14;PF01132.23
G9QMX6,PF17932.4;PF00440.26
A0A1Z5HPT9,PF00072.27;PF00486.31
G9QNT3,PF00269.23
A0A1M4XXF9,PF00005.30;PF12399.11
A0A1M4UJF7,PF00072.27
A0A1M5DPR7,PF04014.21
A0A7W8IT40,PF01894.20
A0A7W8IQK8,PF01985.24
A0A7W8MVX4,PF00466.23
A0A7W8INA4,PF00696.31
A0A7W8IPN1,PF00977.24
A0A7W8MVY4,PF04474.15
A0A7W8IME9,PF00072.27;PF00486.31
A0A7W8ISW5,PF13302.10
A0A7W8MTN7,PF05239.19
A0A7W8MY54,PF02629.22;PF06971.16
A0A7W8IR91,PF00571.31;PF01842.28
A0A7W8IM13,PF17932.4;PF00440.26
A0A7W8IS08,PF07702.16;PF00392.24
A0A7W8MUT6,PF02545.17
A0A7W8IRC1,PF09335.14
A0A7W8ISD5,PF00410.22
A0A7W8INA1,PF03975.16
A0A7W8IS58,PF01895.22
A0A7W8MW31,PF19785.2
A0A7W8MV61,PF04002.18;PF20582.1
A0A7W8IQP7,PF03652.18
A0A7W8IS15,PF00358.23
A0A7W8IQB6,PF12821.10;PF06738.15
A0A7W8IS74,PF02082.23
A0A7W8ITI4,PF00583.28;PF13508.10;PF13673.10;PF13420.10
A0A7W8MXB1,PF00072.27;PF04397.18
A0A7W8ITR6,PF03960.18
A0A7W8ITX9,PF14693.9;PF01386.22
A0A7W8IND4,PF05239.19
A0A7W8INI0,PF01168.23
A0A7W8IT16,PF13561.9;PF00106.28
A0A7W8IPD1,PF07702.16;PF00392.24
A0A7W8IS16,PF04309.15
A0A7W8MUK3,PF01926.26
A0A7W8ISR1,PF03780.16
A0A7W8IS91,PF00238.22
A0A7W8ITG2,PF00072.27
A0A7W8IT21,PF08281.15;PF04545.19;PF04542.17
A0A7W8IRI4,PF01521.23
A0A7W8MU31,PF12652.10
A0A7W8IQH8,PF00072.27;PF00486.31
A0A7W8IS05,PF00027.32;PF13545.9;PF00325.23
A0A7W8IRQ2,PF00563.23
A0A7W8MWM5,PF09335.14
A0A7W8ING8,PF04025.15
A0A7W8IML2,PF08864.13;PF08858.13
A0A7W8IMR3,PF00072.27;PF00486.31
A0A7W8MV01,PF00583.28;PF13302.10;PF13420.10;PF13508.10
A0A7W8IRH6,PF02417.18
A0A7W8ITL6,PF01475.22
A0A7W8MV02,PF09335.14
A0A7W8IRF3,PF00005.30
A0A7W8IRG8,PF01592.19
A0A7W8MTT8,PF01740.24;PF13466.9
A0A7W8IQQ0,PF01507.22
A0A7W8MV62,PF01325.22;PF02742.18
A0A7W8IND5,PF01245.23
A0A7W8MU22,PF00216.24
A0A7W8IT86,PF03862.16
A0A7W8IQM4,PF02255.19
A0A7W8IQ56,PF13561.9;PF00106.28;PF08659.13
A0A7W8MTJ3,PF00005.30;PF13304.9
A0A7W8ISN3,PF00893.22
A0A7W8MVM0,PF00380.22
A0A7W8IRV1,PF01025.22
A0A7W8MUF3,PF07288.14
A0A7W8INN9,PF11256.11
A0A7W8IT30,PF06491.14
I0IVB2,PF00696.31
A0A132MHD0,PF00528.25
A0A132NCI1,PF00005.30
A0A132NE79,PF01895.22
A0A132N515,PF00005.30;PF13304.9
A0A179IN56,PF06257.14
A0A132N9B5,PF00137.24
A0A132NBA0,PF00072.27;PF00486.31
A0A179IRT9,PF02592.18
A0A132NBM7,PF00381.22
A0A132NCQ3,PF01521.23
A0A179IRS7,PF00072.27;PF00486.31
A0A132MG49,PF00005.30;PF13304.9
A0A179IQX3,PF04241.18
A0A7W8IRZ7,
A0A7W8IT01,
A0A7W8INC7,
A0A7W8INK5,
