query_id,accession_id
A0A4R5ZFU4,PF00072.27;PF00486.31
A0A4R5ZT97,PF07729.15;PF00392.24
A0A4R5ZQU4,PF02683.18
A0A4R5ZLJ0,PF00072.27;PF00486.31
A0A239G971,PF01475.22
A0A840SJS2,PF02581.20
A0A0C2VYW1,PF00486.31;PF00072.27
A0A4R5ZNT6,PF09335.14
A0A329YBG3,PF00005.30
A0A0C2W1J9,PF01502.21;PF01503.20
A0A3N9XNK4,PF03259.20
A0A3G7U7M5,PF00072.27;PF00196.22
A0A3N9XJX1,PF03259.20
K6D055,PF00829.24
K6E7B0,PF00584.23
A0A511ZN61,PF01327.24
A0A6B8KGR6,PF08334.14
A0A918W7K5,PF13561.9;PF00106.28;PF08659.13
A0A0F7CNX1,PF00072.27;PF00486.31
F9DRH6,PF08830.13
A0A511ZIT5,PF01475.22
A0A511ZLU6,PF00005.30
A0A089MHR3,PF13581.9
A0A089M274,PF00005.30
F9DQD3,PF00072.27;PF00196.22
K6CKI5,PF00005.30;PF13304.9
K6D126,PF03006.23
A0A1H2Y5W5,PF01451.24
K6DAU5,PF00072.27;PF00486.31
K6CGZ5,PF08281.15;PF04545.19;PF04542.17
A0A2S7EPP1,PF13561.9;PF00106.28;PF08659.13
A0A497X5W5,PF00923.22
A0A511ZKZ4,PF14183.9
A0A089M908,PF00072.27;PF00486.31
F9DPN5,PF00510.21
A0A089M885,PF01809.21
A0A089MBV8,PF00005.30
A0A089MCS1,PF02589.18
K6DEE4,PF00005.30;PF13304.9;PF02463.22
A0A1H2R5L9,PF06094.15
A0A511ZLF1,PF00072.27;PF00486.31
A0A511ZH30,PF01259.21
A0A7J0C0C6,PF03167.22
A0A511ZP42,PF00814.28
A0A7W9CHW2,PF00550.28
A0A089M4H6,PF00392.24
F9DUU7,PF00392.24
K6CKL8,PF00072.27;PF00196.22
A0A0R1H7N6,PF04816.15;PF12847.10
F9DS61,PF00072.27;PF00486.31
A0A497XBJ7,PF01625.24
A0A511ZJ74,PF00005.30;PF13304.9
K6DXX4,PF00005.30
V4PIP4,PF13419.9;PF00702.29;PF13242.9;PF12710.10
A0A089M3E8,PF00005.30;PF13304.9
A0A089M2T4,PF01121.23
A0A089NGS7,PF00072.27;PF00486.31
A0A0R1M6L0,PF14622.9;PF00636.29;PF00035.29
A0A511ZM74,PF13419.9;PF00702.29
K6E9I8,PF00072.27;PF00196.22
C5CBD0,PF08534.13;PF00578.24
A0A1H2Y4B3,PF00636.29
K6CKD1,PF00392.24;PF07729.15
A0A1H2XRX5,PF00359.25
A0A511ZLA9,PF00005.30;PF13304.9
A0A511ZD27,PF00383.26;PF08211.15
K6D8C3,PF00005.30;PF13304.9
F9DVI3,PF04327.15
A0A0F7FZS4,PF08281.15;PF04542.17;PF04545.19
A0A511ZNL7,PF00072.27;PF00196.22
A0A1H2V9Q8,PF03358.18
A0A511ZDQ1,PF08359.14;PF00440.26
A0A511ZP71,PF01614.21
A0A089M6G9,PF00486.31;PF00072.27
F9DVD4,PF08281.15
F9DXQ5,PF13419.9;PF00702.29;PF12710.10;PF13242.9
A0A1H2SB51,PF00005.30;PF13304.9
K6DBD0,PF00072.27;PF00486.31
K6DBW1,PF00011.24
A0A1C6RY19,PF00072.27;PF00486.31
A0A3D4S4G6,PF00005.30;PF13304.9
A0A2T0YIC4,PF04012.15
A0A2T0YLK6,PF00085.23
A0A2T0YF16,PF01765.22
A0A1H2WQF1,PF00578.24;PF08534.13;PF10417.12
A0A2T0YKN3,PF00829.24
A0A2T0YES3,PF02542.19
A0A2T0YGZ9,PF01910.20
A0A2T0YJS3,PF17209.6
A0A2T0YMG3,PF00583.28
A0A1H2Q680,PF00072.27;PF00196.22
A0A1H2V4R2,PF00005.30;PF13304.9
A0A2T0YNZ9,PF01165.23
A0A2T0YCL6,PF13673.10;PF00583.28;PF13508.10
A0A2T0YEL2,PF13419.9
A0A2T0YNN6,PF13563.9;PF02834.19
A0A1H2ZXX0,PF00730.28;PF00633.26
A0A2T0YI68,PF02302.20
A0A2T0YI53,PF06962.15
L7LMI6,
