query_id,accession_id
A0A1M6YKH0,PF00106.28;PF13561.9
A0A1M6YN97,PF00903.28
A0A1M7A4U7,PF00011.24
A0A1M6ZP80,PF00072.27;PF00196.22;PF08281.15
A0A1M6ZJM9,PF00005.30;PF13304.9
A0A1M6ZKQ7,PF13460.9;PF05368.16
A0A1M6NI46,PF13561.9;PF00106.28;PF08659.13
A0A1M6ZKP5,PF00106.28;PF13561.9
A0A1M6UZL9,PF00072.27;PF00196.22
A0A1M6Q8Z4,PF00072.27;PF00486.31
A0A1M6Y253,PF12840.10;PF01022.23
A0A1M6NNE9,PF04542.17;PF04545.19
A0A1M6QVL8,PF00005.30;PF13304.9
A0A1M6WSV2,PF03602.18
A0A1M6R1I9,PF00072.27;PF00196.22
A0A1M6WFV1,PF00072.27;PF00486.31
A0A1M6XKI0,PF00005.30;PF13304.9
A0A1M7B982,PF02467.19
A0A1M6UMX3,PF13561.9;PF00106.28;PF08659.13
A0A1M6SNA1,PF00486.31
A0A1M6UV05,PF07729.15;PF00392.24
A0A1M6ZQ52,PF13561.9;PF00106.28;PF08659.13
A0A1M6QYX5,PF07729.15;PF00392.24
A0A1M6Y1M4,PF17932.4;PF00440.26
A0A1M6PNT7,PF00106.28;PF13561.9
A0A1M6QGP6,PF00072.27;PF00196.22
A0A1M6NBB7,PF00625.24
A0A1M6UDU3,PF00027.32;PF13545.9
A0A1M6P8P9,PF07702.16;PF00392.24
A0A1M6WTK2,PF01047.25
A0A1M6Q9S2,PF17932.4;PF00440.26
A0A1M6P2R2,PF02665.17
A0A1M6QDM2,PF02823.19
A0A1M6UNU3,PF00440.26;PF13305.9
A0A1M6P750,PF00005.30
A0A1M6YAK0,PF05768.17
A0A1M6YI10,PF02909.20
A0A1M7A192,PF13561.9;PF00106.28
A0A1M6TMM7,PF00106.28;PF13561.9;PF08659.13
A0A1M6WDM8,PF04542.17;PF08281.15;PF04545.19
A0A1M6ULG4,PF01288.23
A0A1M6T8H5,PF13561.9;PF00106.28
A0A1M6Y213,PF00037.30
A0A1M6SLA5,PF00072.27;PF00196.22
A0A1M6THF9,PF07729.15;PF00392.24
A0A1M6ZW22,PF00440.26
A0A1M6T8T0,PF00005.30;PF13304.9
A0A1M6SC30,PF08768.14
A0A1M6RZ00,PF00005.30
A0A1M6WHJ1,PF01035.23
A0A1M6R4C3,PF13398.9
A0A1M6NFD5,PF07729.15;PF00392.24
A0A1M6Q1G6,PF06172.14
A0A1M6TYA9,PF03780.16
A0A1M6PM59,PF01799.23
A0A1M6YBB9,PF10722.12
A0A1M6XWF7,PF13466.9;PF01740.24
A0A1M6WDP9,PF01596.20;PF13578.9
A0A1M6QXY2,PF01066.24
A0A1M6X3L7,PF00196.22;PF00072.27
A0A1M7AFC4,PF00072.27;PF00196.22
A0A1M6RUG6,PF00132.27
A0A1M6WC53,PF11305.11
A0A1M6Q5Z1,PF00440.26
A0A1M6W1P7,PF03358.18
A0A1M6RQT5,PF00072.27;PF00196.22
A0A1M6VKL5,PF08281.15;PF04545.19;PF04542.17
A0A1M6RSS6,PF00072.27;PF00196.22
A0A1M6QU15,PF00578.24;PF08534.13
A0A1M6XXN7,PF05121.15
A0A1M6NHG1,PF05988.15
A0A1M6QFF1,PF12802.10
A0A1M6ZXV8,PF00106.28;PF13561.9
A0A1M6QYI3,PF00857.23
A0A1M6W1X9,PF01783.26
A0A1M6TNS0,PF00072.27;PF00486.31
A0A1M6T9Z8,PF17932.4;PF00440.26
A0A1M6V3C0,PF07729.15;PF00392.24
A0A1M6UFM8,PF00072.27;PF00196.22
A0A1M6PG65,PF04542.17;PF08281.15
A0A1M6RNQ7,PF01195.22
A0A1M6WP45,PF13561.9;PF00106.28;PF08659.13
A0A1M6VGL4,PF04542.17;PF08281.15
A0A1M6XD03,PF02566.22
A0A1M6WAS9,PF00486.31;PF00072.27
A0A1M6T5H5,PF04328.16
A0A1M6YSD8,PF08798.14
A0A1M6W0S6,PF00753.30
A0A1M6XB19,PF00583.28
A0A1M6RQK0,PF00005.30
A0A1M7ABG9,PF00072.27;PF00196.22
A0A1M6SCS2,PF08281.15;PF04545.19
A0A1M6U6R2,
A0A1M6PJA6,
A0A1M6YQV7,
A0A1M6UF48,
A0A1M6Z2A8,
A0A1M7AI72,
A0A1M6PHD9,
A0A1M6ZV97,
