query_id,accession_id
A0A178TZ66,PF01047.25;PF12802.10
A0A178U2H7,PF00005.30;PF13304.9
A0A178TRK0,PF06491.14
A0A178U1V7,PF01048.23
A0A178U3B2,PF01174.22;PF07685.17
A0A178U2B3,PF02527.18
A0A178U204,PF11085.11
A0A178U1T5,PF00005.30;PF13304.9
A0A178U0U9,PF02390.20
A0A178U0U0,PF01709.23
A0A178U3T5,PF17261.5
A0A178TRN3,PF00590.23
A0A178U541,PF01712.22;PF13238.9
A0A178TS64,PF00005.30;PF13304.9
A0A178TWI1,PF00005.30;PF13304.9
A0A178TRK8,PF02492.22
A0A178U5Q1,PF13419.9;PF00702.29;PF13242.9
A0A178TVY9,PF01613.21
A0A178TTV7,PF00190.25
A0A178TSA0,PF00440.26
A0A178U018,PF02082.23
A0A178U1P8,PF10057.12
A0A178TWW5,PF10502.12
A0A178U2L0,PF00300.25
A0A178TYH4,PF04816.15;PF12847.10
A0A178U4S2,PF00528.25
A0A178TYA4,PF03473.20;PF03476.19
A0A178TY62,PF10502.12
A0A178TRC7,PF00072.27;PF00486.31
A0A178TW17,PF13561.9;PF00106.28;PF08659.13
A0A178TUL5,PF00072.27;PF00486.31
A0A178U3M2,PF14437.9;PF00383.26
A0A178TRM5,PF00255.22
A0A178U0V6,PF02255.19
A0A178TX16,PF00072.27;PF00196.22
A0A178TY35,PF05103.16
A0A178U0Y5,PF00072.27;PF00486.31
A0A178TUD5,PF07729.15;PF00392.24
A0A178TV08,PF00072.27;PF00486.31
A0A178U2K8,PF02829.17;PF08279.15
A0A178TZ96,PF09335.14
A0A178TZS1,PF11167.11
D6Y2M1,PF13398.9
D6Y7U7,PF00440.26
D6Y486,PF00440.26
A0A521AER7,PF04608.16
D6Y6S9,PF00440.26
D6Y7W5,PF04456.15
D6Y541,PF00444.21
A0A521CSF9,PF01694.25
A0A521ESX1,PF01965.27
A0A521EHH4,PF02583.20
A0A521DKR6,PF00005.30;PF13304.9
D6Y9S8,PF00583.28;PF13508.10;PF13673.10
D6Y384,PF17920.4;PF00440.26
D6Y7K1,PF04542.17;PF08281.15;PF04545.19
D6Y539,PF08044.14
D6Y3M2,PF00037.30
A0A521D0N2,PF00574.26
A0A521CLT2,PF11009.11
A0A521CWE3,PF02566.22
D6YAL1,PF04542.17;PF08281.15
D6Y3D3,PF00072.27;PF00486.31
D6Y2C2,PF00156.30
D6Y7N7,PF00293.31
A0A521E8W7,PF00636.29
A0A521FA63,PF13302.10
D6Y8K3,PF11706.11;PF07336.14
D6Y2S6,PF03259.20
D6Y2U3,PF00440.26
A0A521DMQ2,PF12802.10;PF01047.25
A0A521E787,PF05175.17
A0A521EH12,PF00072.27;PF00196.22
D6Y9K8,PF00440.26
D6YA48,PF00005.30;PF13304.9
D6YAA9,PF00378.23;PF16113.8
D6Y7X5,PF00583.28
D6YA14,PF01042.24
D6Y229,PF13419.9;PF00702.29;PF13242.9
D6Y244,PF00581.23
D6Y954,PF18029.4
D6Y5Z2,PF00903.28
A0A521BVZ5,PF08281.15;PF04542.17;PF04545.19
D6Y3W0,PF00578.24;PF08534.13
D6YA11,PF00475.21
D6Y3P5,PF00583.28;PF13420.10;PF13508.10;PF13302.10
D6YBA1,PF01614.21;PF09339.13
D6Y736,PF00072.27;PF00196.22
D6Y9U9,PF11377.11
D6Y552,PF00380.22
D6Y7I8,PF00293.31
A0A521BQ41,
A0A178U4P1,
A0A521BH96,
A0A521CUI1,
A0A178TVW1,
A0A521EBD2,
D6Y3K1,
A0A178U5F3,
A0A178TUD8,
