query_id,accession_id
D1AF68,PF00085.23
D1ADH6,PF10615.12
A0A150L5S8,PF00902.21
A0A150LVP6,PF07702.16;PF00392.24
A0A150L5V7,PF00239.24
D1A9Q7,PF00547.21
D1AEW1,PF00753.30
D1A7R8,PF00475.21
D1AC80,PF08281.15;PF04545.19
D1A546,PF01227.25
D1A7M5,PF12802.10;PF01047.25
D1A6X6,PF00293.31
D1A3E0,PF01738.21
D1AB31,PF01467.29
A0A150LEJ0,PF13302.10
A0A150LTD4,PF01047.25;PF12802.10
A0A150LSY4,PF00366.23
A0A150L4H9,PF03780.16
A0A150LF42,PF13673.10;PF00583.28;PF13508.10
A0A150M5C1,PF02482.22;PF16321.8
D1ADQ1,PF04149.15
D1ACX0,PF03621.16
A0A150L6I0,PF09580.13
A0A150LV94,PF17932.4;PF00440.26
D1A7J6,PF01386.22;PF14693.9
D1A2V3,PF03006.23
A0A150KW84,PF04608.16
A0A150L4T3,PF01327.24
A0A150L556,PF00072.27
D1ADV0,PF04542.17;PF04545.19
D1A4N6,PF01381.25;PF13560.9
A0A150LTE0,PF06135.15
D1AE52,PF00300.25
D1A5D3,PF00486.31;PF00072.27
A0A150LHD7,PF02575.19
A0A150LBN1,PF00528.25
A0A150M3X3,PF02678.19;PF17954.4
A0A150LZ29,PF02527.18
A0A150M863,PF13561.9;PF00106.28;PF08659.13
A0A150L568,PF13411.9;PF00376.26
D1ACB4,PF13522.9
D1AB83,PF00005.30;PF12399.11
A0A150LQD9,PF00440.26
A0A150KVN9,PF04542.17;PF08281.15;PF04545.19
D1A2C9,PF00005.30
D1AF55,PF02467.19
A0A150LSN8,PF02829.17;PF08279.15
A0A150LXA0,PF03885.16
D1A470,PF01058.25
D1A628,PF13581.9
D1A1H5,PF00440.26
D1A5U0,PF09704.13
D1A948,PF04542.17;PF08281.15
D1AAL8,PF00440.26
D1ACV1,PF17932.4;PF00440.26
D1A526,PF13466.9;PF01740.24
D1A8V6,PF13460.9
D1A474,PF01209.21;PF08241.15;PF13649.9
A0A150LJZ1,PF01985.24
A0A150M2Y6,PF04241.18
A0A150LDG1,PF00392.24
A0A150LT28,PF02357.22
A0A150M2F4,PF00462.27
A0A150KWU6,PF00005.30;PF13304.9
D1ACG1,PF09055.14
D1A5B5,PF04149.15
D1A718,PF00486.31
D1ADT5,PF00440.26;PF17932.4
D1AEK9,PF13561.9;PF00106.28;PF08659.13
D1A533,PF00072.27;PF00196.22;PF08281.15
A0A150LB81,PF17932.4;PF00440.26
A0A150LSV2,PF00252.21
D1A8P9,PF04149.15
D1AF95,PF01128.22;PF12804.10
D1A5F1,PF04149.15
D1A5K4,PF17932.4;PF00440.26
D1AEN3,PF00571.31
D1A797,PF01872.20
D1A904,PF13829.9
D1AE74,PF18029.4
D1AAG5,PF03029.20
A0A150L4C7,PF00072.27
A0A150L8X4,PF08838.13
D1AF24,PF16321.8;PF02482.22
D1A2F3,PF04149.15
D1A3U3,PF00376.26;PF13411.9
D1ACD6,PF13370.9
A0A150LBU5,PF00072.27;PF00486.31
D1AEZ1,PF00005.30
D1A7Z6,PF04075.17
D1A6M7,PF13302.10
D1AEL4,PF03551.17
D1AET0,PF00440.26
D1AD34,PF00582.29
D1A4N5,
D1A6Y5,
D1ADS5,
D1A9S8,
D1AES7,
D1AC92,
