query_id,accession_id
A0A917CHG7,PF02585.20
F7ZGQ4,PF04115.15
A0A177KSL1,PF00829.24
A0A285CM58,PF01227.25
A0A917CGM1,PF08207.15;PF09285.14;PF01132.23
A0A0A0B937,PF00692.22
A0A1G5RTC0,PF00005.30
A0A2U3AGM8,PF00005.30
A0A2P2FFA8,PF04978.15;PF12867.10
A0A7X0FIQ2,PF01292.23
A0A2P2FM99,PF02580.19
A0A7I7ZH38,PF00072.27;PF00196.22
A0A1E7K394,PF13397.9
A0A2U3AMZ3,PF13561.9;PF00106.28;PF08659.13
A0A2U3AR79,PF01475.22
A0A7X6L1T5,PF00072.27;PF00196.22
A0A7H8TIS9,PF00072.27;PF00196.22
A0A934TWC6,PF00072.27
A0A2U3ALT6,PF01029.21
A0A1E7JZS4,PF00072.27;PF00486.31
A0A4Q9HVC4,PF00005.30;PF13304.9
A0A6M3ZSI3,PF00005.30
V6IUG5,PF01613.21
W4QPB2,PF01746.24
A0A4U8Z0V1,PF00005.30;PF13304.9
A0A6P2IHV2,PF00072.27;PF00486.31
V6J147,PF00005.30
W4R0E9,PF04854.17
A0A0R0CRT2,PF01928.24
A0A1G5S2K8,PF00005.30;PF13304.9
W4QPN9,PF01252.21
A0A2U3ANA4,PF02082.23
V6J1E9,PF00444.21
W4QQF2,PF06271.15
B8I4W1,PF00588.22
V6IW50,PF01966.25
V6J0G5,PF13076.9
A0A2U3AJV1,PF00005.30
V6J3S7,PF00005.30;PF13304.9
V6J761,PF00005.30;PF13304.9;PF02463.22
A0A2U3AIV0,PF04542.17
A0A3N1D320,PF00005.30;PF13304.9
A0A2U3AM51,PF00366.23
A0A934TS66,PF00005.30
A0A1H4BGD9,PF00582.29
A0A2U3ANX1,PF00005.30;PF12399.11
A0A2P2FKT9,PF07729.15;PF00392.24
A0A2U3AIK8,PF02255.19
A0A3S0W4A1,PF01510.28
A0A4Q9HX05,PF01168.23
A0A2P2FTW8,PF00072.27;PF00196.22
W4QN34,PF00005.30
W4QS87,PF01081.22
W4QNH4,PF08141.15
A0A2U3AMA3,PF00300.25
A0A0A0B648,PF00005.30
A0A934TUC4,PF13561.9;PF00106.28;PF08659.13
A0A7X0FKL3,PF03740.16
A0A934WQG9,PF00355.29;PF13806.9
W4QQN4,PF07977.16
A0A2P2FWP2,PF08281.15;PF04545.19
W4QU74,PF00005.30
A0A0A0B4E0,PF08281.15;PF04545.19
W4QQF7,PF00269.23
A0A1H3YFJ0,PF05157.18
A0A2P2FXS7,PF03029.20
A0A7X0FK88,PF02694.18
B8I5C4,PF00072.27;PF00486.31
A0A2P2FPJ6,PF13398.9
A0A7X0FJV2,PF13417.9;PF13409.9
A0A7H8TKS2,PF00072.27;PF00196.22
A0A2U3AKP1,PF00072.27;PF00486.31
A0A2U3AKI1,PF18955.3
V6IV09,PF13561.9;PF00106.28
A0A2P2FR18,PF00072.27;PF00196.22
A0A1G5RUQ2,PF01584.22
A0A3N1CUV9,PF03259.20
A0A7X6LA09,PF04138.17
V6J059,PF07408.14
V6J8Z4,PF13419.9;PF00702.29
A0A7H8SZG3,PF00908.20
W4QW49,PF08534.13;PF00578.24;PF13905.9
A0A1E7K9I0,PF00313.25
A0A4Q9HPT6,PF00005.30;PF13304.9
B8I6Z5,PF13451.9
A0A5J4F2H5,PF00737.23
A0A6P2MA56,PF01812.23
V6IWS0,PF01740.24;PF13466.9
A0A2U3ALW4,PF03009.20
A0A7X6L8J0,PF02575.19
W4QM56,PF00462.27
W4QTD2,PF00085.23
A0A6M3ZQD0,PF00072.27
A0A0R0CLT7,
A0A2U3AP82,
A0A6M3ZUS5,
A0A6M3ZM79,
A0A7H8T0I2,
A0A433KG04,
B8I6P1,
