query_id,accession_id
A0A1G8L0T0,PF00466.23
A0A917TU73,PF03551.17
A0A2V2YX69,PF01475.22
A0A420X1L8,PF00857.23
A0A0L0W8B3,PF07873.14
A0A5N5W5W5,PF00440.26
A0A841TX01,PF00072.27;PF00486.31
A0A5N5WC24,PF09339.13
A0A1G8ASX8,PF03551.17
A0A917TF99,PF00578.24;PF08534.13
A0A917TSQ7,PF02152.21
A0A841UBH6,PF00072.27;PF00486.31
A0A841U3S6,PF06686.14
A0A1E7NFA9,PF13561.9;PF00106.28
A0A7M2SPN3,PF08281.15;PF04545.19
A0A162F599,PF02082.23
A0A0Q3WWQ8,PF01725.19
A0A161QAW8,PF00106.28;PF13561.9;PF08659.13
A0A6H2JQX5,PF00258.28
A0A1Z2L1M6,PF01625.24
A0A1I5YRM9,PF00403.29
A0A4R6R5H0,PF13404.9;PF13412.9;PF01037.24
A0A161PAJ2,PF04542.17;PF08281.15;PF04545.19
A0A6H2JMP5,PF00166.24
A0A162EF13,PF13302.10
A0A0Q3WZ35,PF08503.13;PF00132.27;PF14602.9
A0A161PJM1,PF00392.24
A0A6H2JML4,PF07729.15;PF00392.24
A0A4R6RG29,PF03938.17
A0A1V6MQC2,PF00072.27;PF00196.22
A0A5B8TL31,PF01327.24
A0A4Q2S8Q4,PF00072.27;PF00196.22
A0A0Q3TCH6,PF00072.27;PF00486.31
A0A941DT50,PF00072.27;PF00486.31
A0A1I5YBC0,PF00333.23;PF03719.18
A0A368Y2I3,PF13561.9;PF00106.28;PF08659.13
A0A1V6MJD7,PF00005.30
A0A1I5W343,PF02863.21;PF01316.24
A0A7W9EJA6,PF13185.9;PF01590.29
A0A162EX86,PF00636.29
A0A941DTP1,PF00072.27;PF00196.22
A0A0Q3THS6,PF00575.26
A0A6H2JPX0,PF00005.30;PF13304.9
A0A162E5S3,PF00072.27;PF00486.31
A0A3E0WWY0,PF09285.14;PF01132.23;PF08207.15
A0A941E023,PF02410.18
A0A941I8Y8,PF00440.26
A0A0Q3WZR2,PF00072.27;PF00486.31
A0A662Z4I9,PF00903.28
A0A0Q3WK45,PF13561.9;PF00106.28
D8MNK1,PF13580.9
A0A1H1V7Z7,PF17136.7
A0A0Q3TG07,PF13561.9;PF00106.28
A0A941DWJ8,PF01066.24
A0A368XZM8,PF00072.27;PF00196.22
A0A0Q3WZ50,PF17209.6
A0A1I6YL25,PF00005.30
A0A941IBQ0,PF00132.27
A0A941I985,PF00486.31;PF00072.27
A0A0Q3WZ00,PF04297.17
A0A0Q3TKV1,PF00318.23
A0A0Q3WVH3,PF00005.30;PF13304.9
A0A1I7DSF9,PF00528.25
A0A6H2JS62,PF03862.16
A0A941DWD3,PF01042.24
A0A941DX11,PF00581.23
A0A368XRW3,PF00085.23
A0A0Q3WXB1,PF00578.24
A0A0Q3X015,PF12706.10;PF00753.30
A0A6H2JSK7,PF09911.12
A0A6H2JQ81,PF14069.9
A0A101NA66,PF00072.27;PF00196.22
A0A921KCU7,PF02566.22
A0A1M6ZEU6,PF00072.27;PF00196.22
A0A1M7KXC5,PF00830.22
D4YIB5,PF00436.28
A0A921KEV1,PF00227.29
W5WLI1,PF00196.22;PF00072.27;PF08281.15
A0A419SH52,PF00005.30;PF13304.9
A0A1I4CAL6,PF02152.21
W5WGU0,PF01330.24;PF14520.9;PF07499.16
A0A921G295,PF04309.15
A0A1I3NPH4,PF00072.27;PF00196.22
A0A921KCA0,PF00106.28;PF13561.9
A0A921KC84,PF00160.24
A0A923HWV2,PF00005.30;PF13304.9
A0A921G1N8,PF01371.22
A0A168NEP0,PF00510.21
A0A419SQL7,PF03745.17
H0E4W3,PF00440.26
A0A921G1H1,PF00005.30
A0A921KBA8,PF13561.9;PF00106.28
A0A921G083,PF00364.25
A0A432PCF0,PF00528.25
A0A0Q3X0L7,
A0A6H2JUI3,
A0A1G8ENF9,
A0A6H2JL07,
A0A231H127,
A0A162FB01,
