query_id,accession_id
A0A941DQH4,PF13561.9;PF00106.28;PF08659.13
A0A941DZ09,PF17209.6
A0A161Q4D2,PF14038.9
A0A941DUV6,PF01553.24
A0A6H2JV62,PF01451.24
A0A941I9N4,PF03775.19
A0A161PKG0,PF00828.22
A0A0Q3WVQ3,PF00486.31;PF00072.27
A0A2P4EWJ0,PF02561.17
A0A161QAA3,PF00072.27;PF00486.31
A0A1V6MME5,PF00072.27;PF00196.22
A0A0Q3WSB4,PF04308.15
A0A162EEZ7,PF03741.19
A0A162EN91,PF00092.31
A0A317DZ10,PF11127.11
A0A162E5L6,PF01557.21
B4VP72,PF00486.31;PF00072.27
A0A161PBZ3,PF00486.31;PF00072.27
A0A941DUS0,PF00106.28;PF13561.9;PF08659.13
A0A0Q3WYY8,PF00005.30;PF13304.9
A0A161PE97,PF00072.27;PF00196.22
A0A0Q3TG98,PF00005.30
A0A162EUM5,PF00005.30
A0A0Q3WSJ9,PF17261.5
A0A941DRJ2,PF04259.17
A0A1V6MIF0,PF05331.14
A0A941ICA2,PF09388.13
A0A0Q3WU01,PF00072.27;PF00486.31
A0A941DVB1,PF02660.18
A0A0Q3TNV2,PF14005.9
A0A0Q3WW68,PF00005.30;PF13304.9
A0A1V6MT09,PF00072.27;PF00486.31
A0A162F7U9,PF01066.24
A0A6H2JX46,PF00213.21
A0A1Z2L6T2,PF00166.24
A0A941DVY8,PF04079.19
A0A0Q3WZN7,PF00072.27;PF00486.31
A0A1Z2L4V2,PF13419.9;PF00702.29
A0A161P5D4,PF00072.27;PF00486.31
A0A1Z2L729,PF00574.26
A0A6H2JV55,PF00486.31;PF00072.27
A0A1V6MQ54,PF07702.16;PF00392.24
A0A3N5BBP2,PF00072.27;PF00196.22
A0A3N5CAX2,PF00072.27;PF00486.31
W7DA21,PF00582.29
A0A3N5BE28,PF01584.22
A0A845F2K0,PF02492.22
A0A845ESY1,PF00293.31
A0A3N5AYJ6,PF00333.23;PF03719.18
A0A1N7PF03,PF01037.24;PF13412.9;PF13404.9
A0A845F1Q6,PF08713.14
A0A0R1QPZ4,PF01782.21
A0A3N5BY22,PF10970.11
D5AMB1,PF00005.30
A0A7T3DH59,PF00005.30
A0A845F0N8,PF01522.24
A0A845EYZ1,PF03315.18;PF01842.28
A0A419T884,PF00005.30
A0A419T593,PF00276.23
A0A3N5C9D6,PF02583.20
A0A1N7P7E8,PF00005.30
A0A1V4IBJ0,PF00005.30
W7DG25,PF00072.27;PF00486.31
W7D1H4,PF00072.27;PF00196.22
A0A845EX26,PF01895.22
A0A7T2YY35,PF00072.27
E3ZQP1,PF00005.30
A0A223QJ74,PF00486.31;PF00072.27
A0A3N5B786,PF00072.27;PF00196.22
A0A845EXK1,PF00583.28;PF13673.10;PF13508.10
W7D5Q2,PF00893.22
A0A845EXK3,PF13782.9
A0A845EX52,PF11117.11
A0A845EUH5,PF06866.14
A0A841DMX6,PF00196.22;PF00072.27
A0A495K9H6,PF01638.20
A0A4R6ZQT0,PF00072.27;PF00486.31
A0A1G7R494,PF04149.15
A0A037ZI40,PF09278.14;PF13411.9
A0A037ZPW3,PF01255.22
A0A512PN67,PF01475.22
A0A1M7NMM4,PF00005.30
A0A4V3UTQ4,PF00005.30
A0A1G8DZM6,PF00072.27;PF00196.22;PF08281.15
A0A0B2A1M3,PF00203.24
A0A512PPH9,PF00005.30;PF13304.9
A0A4R6ZL19,PF00072.27;PF00486.31
A0A512PRJ3,PF00293.31
A0A495K1Q9,PF07729.15;PF00392.24
A0A4R6ZGL8,PF00160.24
A0A0B2A3C6,PF12840.10;PF01022.23
A0A841DVQ3,PF01668.21
A0A101NVS1,PF00072.27;PF00196.22
A0A101PC09,PF08534.13;PF00578.24
A0A1G7VWM0,PF00072.27;PF00196.22
A0A4R6ZM76,PF06271.15
A0A162EMZ5,
A0A845EVU4,
A0A845EX97,
A0A941DQZ8,
