query_id,accession_id
A0A1X7NIC2,PF06014.14
A0A1I7M5U5,PF13561.9;PF00106.28
A0A1J4NB45,PF01327.24
A0A1J4NAS2,PF13561.9;PF00106.28;PF08659.13
A0A2Z4PWA8,PF00072.27
A0A846XNQ7,PF02909.20;PF00440.26
A0A2U3ACS0,PF00265.21
A0A2U3ABN2,PF18277.4;PF04014.21
A0A846YAC5,PF01381.25;PF13560.9;PF07883.14
A0A2U3AG98,PF00160.24
A0A8B4Q981,PF03745.17
A0A8B4QAY5,PF08327.14
I4EQQ6,PF04542.17;PF08281.15
A0A069P187,PF00005.30
A0A069NFD6,PF03350.19
A0A1J4N8Z5,PF03449.18;PF01272.22
A0A1J4N597,PF13561.9;PF00106.28
A0A1X7MY56,PF00403.29
A0A1X7N6X7,PF03960.18
A0A1X7N7P8,PF00430.21
A0A1X7MNX7,PF00005.30;PF13304.9
A0A852ZLB5,PF00106.28;PF13561.9
A0A5M3XRI8,PF13559.9
A0A5M3XMQ2,PF00196.22;PF00072.27
A0A6F8YM91,PF04149.15
A0A918GB65,PF01475.22
A0A4R2B8E1,PF03745.17
A0A4S3PKQ2,PF00005.30;PF13304.9
A0A6G4WJA0,PF13417.9;PF02798.23;PF00043.28
A0A285UP43,PF00005.30;PF13304.9
A0A1G6WGW7,PF13561.9;PF00106.28
A0A1H6ZKS1,PF00005.30
A0A1H0J7J3,PF01165.23
A0A2W1NIM3,PF13419.9;PF00702.29;PF12710.10
A0A1G6MWH8,PF03672.16
A0A2W1NXN1,PF00528.25
A0A1G6TSQ6,PF00005.30
A0A1E3UTG4,PF00072.27;PF00196.22
A0A1C0YCZ3,PF14489.9
A0A0H3KNJ6,PF13302.10
A0A285UDF0,PF08141.15
A0A1H7ALY3,PF00005.30
A0A1C0YNL6,PF00072.27;PF00486.31
A0A1G6PGD6,PF05389.15
A0A410MBC4,PF17932.4;PF00440.26
A0A246K078,PF01799.23
A0A377FSD0,PF00571.31
A0A8H9M7F9,PF12802.10
A0A8H9IU35,PF00106.28;PF13561.9
A0A1G6L7P0,PF03358.18;PF02525.20
A0A1C0YD11,PF17932.4;PF00440.26
A0A2W1NN46,PF00588.22
A0A497YF39,PF00557.27
A0A246K087,PF00216.24
A0A1H6TUW5,PF00005.30;PF13304.9
A0A0H3KG59,PF01668.21
A0A0H3KB49,PF04340.15
A0A410M849,PF00072.27;PF00486.31
A0A5R9BWJ4,PF01022.23
A0A2W1N8K9,PF00072.27;PF00486.31
A0A285TZ52,PF00213.21
A0A5R9C193,PF00359.25
A0A2W1P4B1,PF02224.21
A0A497YFU2,PF05130.15
A0A377FWX6,PF00383.26;PF08211.15
C8NI39,PF00584.23
A0A1H6X5F6,PF08207.15;PF09285.14;PF01132.23
A0A410M9P6,PF00571.31
A0A561VV76,PF00072.27;PF00196.22
A0A5R9C091,PF02502.21
A0A1H6SD62,PF00571.31
A0A377FRI9,PF00005.30
A0A1C0YC71,PF00072.27;PF00486.31
A0A1H6V5N4,PF02632.17
A0A1H6ZNH4,PF00440.26
A0A1C0Y8K7,PF00072.27;PF00486.31
A0A497YHN1,PF00005.30;PF13304.9;PF02463.22
A0A1H6XQN7,PF01022.23;PF12840.10
A0A497YH86,PF04542.17
A0A1G6RPB4,PF00005.30;PF13304.9
A0A2W1P231,PF00072.27;PF00196.22
A0A246JT34,PF01058.25
A0A285U7N2,PF02777.21;PF00081.25
A0A377FSW0,PF13483.9;PF12706.10
A0A410MHN5,PF11117.11
A0A497YG61,PF00072.27;PF00486.31
A0A2W1N9G6,PF00005.30;PF13304.9
A0A3S0VW73,PF00072.27;PF00196.22
A0A377FSE6,PF00005.30
A0A2W1NFH0,PF01025.22
A0A377FWP8,PF00005.30;PF13304.9
A0A1H6ZKB2,PF00072.27;PF00196.22
A0A1G6UF10,PF00486.31;PF00072.27
A0A1G6VZE0,PF00177.24
A0A377FWT4,PF02629.22;PF06971.16
A0A3S0VGV7,PF00072.27;PF00196.22
A0A1H7ASQ5,
A0A1C0YKN1,
A0A6F8YGA6,
A0A852ZGX5,
