query_id,accession_id
A0A160F5G6,PF00636.29
A0A160F3B4,PF00005.30;PF13304.9
A0A167TLC1,PF13419.9;PF00702.29;PF13242.9
A0A160F494,PF02661.21
A0A161HYK1,PF01152.24
A0A160F353,PF02542.19
A0A160F3X0,PF00416.25
A0A160F6U4,PF01648.23;PF17837.4
A0A160F454,PF01740.24;PF13466.9
A0A160F5D6,PF07486.15
A0A167TM15,PF01047.25;PF12802.10
A0A160F0W1,PF00005.30;PF13304.9
A0A160F461,PF00237.22
A0A160F1E3,PF01047.25
A0A160F3S4,PF06271.15
A0A160F837,PF00707.25;PF05198.19
A0A832W041,PF17262.5;PF17955.4
A0A143HK54,PF02576.20;PF17384.5
A0A554X6F6,PF00582.29
A0A143HR42,PF02527.18
A0A554X1Q5,PF01521.23
A0A554X416,PF01327.24
A0A554X3L1,PF12091.11
A0A554X2G2,PF00011.24;PF17886.4
A0A554X4W3,PF00707.25;PF05198.19
A0A554WZN3,PF04359.17
A0A554X8X7,PF01850.24
A0A554X920,PF00696.31
A0A554WZT7,PF02798.23
A0A554X948,PF04430.17
A0A554X494,PF00164.28
A0A554X2F6,PF01042.24
A0A554X933,PF00005.30
A0A554X334,PF01810.21
A0A554WSW3,PF00005.30
A0A554X7K8,PF00005.30
A0A143HPP1,PF00581.23
A0A554X191,PF00034.24;PF13442.9
A0A554X8B3,PF01037.24;PF13412.9;PF13404.9
A0A554WX24,PF00588.22
A0A554X896,PF04340.15
A0A554WYQ9,PF01052.23
A0A554X7N6,PF00072.27;PF00486.31
A0A554X5R6,PF09361.13
A0A554X5U2,PF01899.19
A0A554WTR4,PF13419.9;PF00702.29
A0A554X2X2,PF00486.31;PF00072.27
A0A554X813,PF02152.21
A0A554WZ64,PF14588.9;PF01042.24
A0A554WZF7,PF02609.19
A0A554X8R2,PF03364.23;PF10604.12
A0A554X792,PF13561.9;PF00106.28;PF08659.13
A0A554WZL0,PF00072.27
A0A554X6Z3,PF00475.21
A0A554X6I1,PF08750.14
A0A554X8S1,PF00043.28;PF13417.9;PF13409.9
A0A143HJK4,PF00255.22
A0A554X3D0,PF04002.18;PF20582.1
A0A554WY68,PF01810.21
A0A554X2H8,PF01037.24;PF13412.9;PF13404.9
A0A554X054,PF00005.30
A0A554X1P6,PF00543.25
A0A554WWW6,PF00005.30
A0A554WZE1,PF13085.9
A0A554X322,PF00005.30;PF13304.9
A0A554X8T8,PF00486.31;PF00072.27
A0A554X247,PF00571.31
A0A554WY72,PF01047.25;PF12802.10
A0A554X8W4,PF02600.19
A0A554X3D1,PF13545.9;PF00027.32;PF00325.23
A0A554X8A0,PF00528.25
A0A554X4L5,PF13411.9;PF09278.14
A0A554X1A8,PF00528.25
A0A554X1Y0,PF00005.30
A0A554X8V9,PF01810.21
A0A554WWQ9,PF00881.27
A0A554X8Y9,PF03449.18;PF01272.22
A0A143HHZ3,PF07729.15;PF00392.24
A0A554WYM1,PF01451.24
A0A554X6J6,PF04545.19;PF04542.17;PF04539.19;PF08281.15
A0A4P6UR58,PF01327.24
A0A4P6USV7,PF00528.25
A0A4P6UTG3,PF03551.17
A0A4P6UU04,PF00005.30;PF13304.9
A0A4P6US75,PF00238.22
A0A4P6UQV0,PF00072.27;PF00486.31
A0A4P6UTA2,PF00072.27
A0A4P6US70,PF00005.30
A0A4P6UQG2,PF14693.9;PF01386.22
A0A4V1A333,PF00334.22
A0A4P6UWI5,PF01106.20
A0A4P6UP84,PF13561.9;PF00106.28;PF08659.13
A0A4P6US16,PF00575.26
A0A4P6UTP5,PF02357.22
A0A554WXK8,
A0A160F2E2,
A0A554WZ66,
A0A160F6R6,
A0A554X7H2,
A0A4P6UT39,
