query_id,accession_id
A0A7W8MVE4,PF00085.23
A0A7W8INS7,PF00881.27
A0A7W8ISW4,PF00005.30;PF13304.9
A0A7W8IP01,PF09335.14
A0A7W8MU92,PF00072.27;PF00196.22
A0A7W8MVW7,PF00528.25
A0A7W8ITU1,PF00276.23
A0A7W8IRX6,PF11146.11
A0A7W8MVR5,PF04341.15
A0A7W8MTG3,PF05685.15
A0A7W8IRL8,PF00455.25;PF08220.15
A0A7W8INL8,PF00072.27
A0A7W8IPY4,PF14622.9;PF00636.29;PF00035.29
A0A7W8IRB8,PF00571.31
A0A7W8MY34,PF02664.18
A0A7W8IP76,PF04203.16
A0A7W8IPS3,PF03745.17
A0A7W8IMA6,PF13561.9;PF00106.28;PF08659.13
A0A7W8IP95,PF00359.25
A0A7W8IQ17,PF01127.25
A0A7W8IQ46,PF10502.12
A0A7W8MT23,PF00313.25
A0A7W8IPT7,PF00486.31;PF00072.27
A0A7W8MV22,PF02580.19
A0A7W8IQV3,PF00903.28;PF13669.9
A0A7W8MWF8,PF02583.20
A0A7W8MWZ1,PF13279.9;PF03061.25;PF01643.20
A0A7W8IR00,PF10676.12
A0A7W8IN85,PF07702.16;PF00392.24
A0A7W8IT84,PF13686.9;PF02635.18
A0A7W8IRE2,PF01220.22
A0A7W8IP09,PF07187.14
A0A7W8IU91,PF01248.29
A0A7W8MX64,PF00528.25
A0A7W8ISB6,PF01042.24
A0A7W8IPV8,PF01632.22
A0A7W8IT02,PF00005.30;PF13304.9
A0A7W8IUC0,PF00117.31;PF07722.16
A0A7W8IQF6,PF00005.30;PF13304.9
A0A7W8MVW4,PF00828.22
A0A7W8MU02,PF13083.9
A0A7W8IS21,PF01381.25;PF12844.10;PF13560.9
A0A7W8IQ87,PF03061.25;PF13279.9
A0A7W8ISW6,PF02255.19
A0A7W8MUA6,PF00440.26
A0A7W8INE9,PF02581.20
A0A7W8IN97,PF02576.20;PF17384.5
A0A7W8INH6,PF00156.30
A0A7W8ITI5,PF05389.15
A0A7W8IN70,PF13561.9;PF00106.28;PF08659.13
A0A7W8IUQ7,PF00005.30
A0A7W8MW28,PF04542.17;PF08281.15;PF04545.19
A0A7W8ISG4,PF12804.10
A0A7W8INA8,PF01765.22
A0A7W8IQ71,PF00694.22
A0A7W8MV04,PF00005.30
A0A7W8INV7,PF01047.25;PF12802.10;PF13463.9
A0A7W8MY05,PF01584.22
A0A7W8IQZ8,PF00072.27;PF00196.22
A0A7W8INT9,PF00005.30;PF13304.9
A0A7W8MW12,PF13806.9;PF00355.29
A0A7W8IPR6,PF01783.26
A0A7W8MVH9,PF00581.23
A0A7W8IT60,PF01521.23
A0A7W8MU72,PF01022.23
A0A7W8IPK0,PF13411.9;PF00376.26
A0A7W8IU79,PF00366.23
A0A7W8IM52,PF01144.26
A0A7W8INA7,PF00834.22
A0A7W8MVF3,PF04607.20
A0A7W8MW20,PF13669.9;PF00903.28
A0A7W8IQH4,PF07872.14
A0A7W8MUU4,PF09827.12
A0A7W8MVJ3,PF08963.13
A0A7W8MUG8,PF00582.29
A0A7W8IV20,PF00072.27;PF00486.31
A0A7W8IT93,PF03741.19
A0A7W8MUV8,PF02416.19
A0A7W8MWN7,PF01026.24
A0A7W8MWG9,PF00269.23
A0A7W8ISB0,PF00411.22
A0A7W8MWA9,PF00237.22
A0A7W8IN69,PF01313.22
A0A7W8IS27,PF00005.30
A0A7W8MUD1,PF04608.16
A0A7W8MVJ1,PF00381.22
A0A7W8ISF1,PF02152.21
A0A7W8MVH1,PF00886.22
A0A7W8MWL4,PF02255.19
A0A7W8IU01,PF06491.14
A0A7W8IQN3,PF07729.15;PF00392.24
A0A7W8IQP8,PF01381.25;PF13560.9;PF12844.10
A0A7W8IQS2,PF02585.20
A0A7W8IR50,PF01037.24
A0A7W8MUX8,PF03960.18
A0A7W8INR3,PF06908.14
A0A7W8ITU8,PF07702.16;PF00392.24
A0A7W8IP66,
A0A7W8IPZ5,
A0A7W8IPP2,
