query_id,accession_id
A0A2L1UI23,PF00753.30
A0A063XCN1,PF01910.20
A0A0A0YK37,PF13056.9
A0A4Y3T6E7,PF00293.31
A0A063XCS1,PF00380.22
A0A269Y399,PF00005.30;PF13304.9
A0A090ZXD1,PF00486.31
A0A090Y2S9,PF00072.27;PF00196.22
A0A2Z4VV83,PF00237.22
A0A1H1ITK8,PF00072.27;PF00196.22
A0A2L1TIJ9,PF02777.21;PF00081.25
A0A269Y5W1,PF00589.25
A0A7Z7YU51,PF00300.25
A0A0D1KV70,PF03963.17
A0A090ZHZ6,PF04608.16
A0A126Y0G2,PF03259.20
A0A090ZIL0,PF14398.9;PF14397.9
A0A2L1U6J3,PF00164.28
A0A090ZVI1,PF02283.19
A0A7Z7YXG1,PF00588.22
A0A090ZBL1,PF00005.30;PF13304.9
A0A269Y3I3,PF03167.22
A0A0F5LSQ7,PF13412.9;PF01037.24;PF13404.9
A0A090ZI69,PF00358.23
A0A090ZJD5,PF02630.17
D6CTY4,PF02472.19
A0A419UZX6,PF01799.23
A0A419V3H9,PF03780.16
A0A542XB84,PF04073.18
A0A285Q9N2,PF00075.27
A0A2S1A6T3,PF04167.16
A0A1H9I9P1,PF00072.27;PF00196.22
H6R5G1,PF00440.26
A0A1I2VU42,PF08281.15;PF04545.19;PF04542.17
A0A268EHD2,PF00297.25
A0A542X9I5,PF12802.10
A0A2S1A919,PF00005.30;PF13304.9
A0A1I2IDX8,PF13561.9;PF00106.28
A0A2S1ACE2,PF03780.16
A0A1I2PY65,PF00072.27;PF00196.22
A0A268F524,PF00381.22
A0A542SPV2,PF12401.11;PF16697.8;PF00498.29
A0A419V390,PF00578.24;PF08534.13;PF13905.9
A0A268F306,PF03819.20
A0A542SQN4,PF00072.27;PF00486.31
A0A268EY20,PF05105.15
A0A2S1A5M7,PF07873.14
A0A2S1ADJ5,PF09548.13
A0A4Y1ZIZ1,PF13561.9;PF00106.28
A0A6I2M880,PF10502.12
A0A6I2M9Y3,PF07315.14
A0A562LBH8,PF00072.27;PF04397.18
A0A4Y1ZB11,PF00005.30
A0A6P2G5G5,PF00528.25
N6Y7U5,PF00072.27;PF00486.31
A0A6P2G7J4,PF00072.27;PF00196.22
A0A2P2GML6,PF08768.14
E0IFN7,PF00269.23
A0A099D7B9,PF00440.26;PF17932.4
A0A4R2NKF7,PF13561.9;PF00106.28;PF08659.13
A0A6I2MBB8,PF02441.22
A0A4R2NHB7,PF04314.16
A0A4Y1ZA92,PF04298.15
E0I410,PF00550.28
A0A6I2MCH6,PF04542.17;PF04545.19
E0I933,PF00528.25
N6YUT9,PF02823.19
A0A4Y1ZI81,PF00072.27;PF00486.31
A0A6I2MJF8,PF01219.22
A0A6I2ME57,PF01475.22
A0A846MC02,PF00072.27;PF00486.31
A0A846MHB3,PF00072.27;PF00196.22
A0A846MDL4,PF00334.22
A0A846MJK3,PF01931.21
A0A1I5S9G5,PF00005.30;PF13304.9
A0A1I5WNL7,PF00005.30;PF13304.9
A0A846MB00,PF00338.25
A0A846MKX1,PF03992.19
A0A846MCB5,PF13561.9;PF00106.28;PF08659.13
A0A846MG42,PF07702.16;PF00392.24
A0A846MHK6,PF03960.18
A0A846MJK9,PF00132.27
A0A846MBV0,PF00583.28;PF13673.10;PF13508.10
A0A846MF78,PF02580.19
A0A846MHP1,PF01245.23
A0A846MJQ7,PF02664.18
A0A846M976,PF00005.30;PF13304.9
A0A846MCR3,PF17932.4;PF00440.26
A0A846MKU3,PF10737.12
A0A846MIU2,PF01165.23
A0A846MLC7,PF13561.9;PF00106.28
A0A846MBK6,PF01451.24
A0A846MI12,PF00072.27;PF00486.31
A0A846MLF5,PF14151.9
A0A846MK67,PF06130.15
A0A318KKV2,
A0A846MHI5,
A0A846MEJ8,
A0A846M884,
A0A1H1DGH0,
