query_id,accession_id
A0A3M8AK08,PF00005.30;PF13304.9
A0A1E7X8I4,PF01195.22
A0A192D2H2,PF00072.27
A0A8J3AZC3,PF04020.16
A0A3M8AGD2,PF00005.30
A0A6J5BP80,PF01726.19;PF00717.26
A0A3N5A5E6,PF09278.14;PF13411.9;PF00376.26
A0A839E8X0,PF00486.31
A0A1E7XIC4,PF07722.16;PF00117.31
A0A3M8BEF2,PF00005.30;PF02463.22;PF13304.9
A0A919S9E4,PF00072.27;PF00486.31
A0A1E7XDC7,PF00005.30
A0A3M8AYM3,PF04542.17;PF04545.19
A0A3M8AYQ4,PF01022.23;PF12840.10
A0A143YAQ6,PF00574.26
A0A3M8APD7,PF00072.27;PF00486.31
A0A3M8A9M8,PF01569.24
A0A3M8AX01,PF00072.27;PF00486.31
A0A7X5U9T2,PF01330.24;PF14520.9;PF07499.16
A0A1E7XD79,PF00486.31;PF00072.27
A0A1H6SU60,PF02410.18
A0A3M8AC74,PF00005.30;PF13304.9
A0A3M8ANV6,PF00005.30
A0A1E7XB34,PF00005.30;PF13304.9
A0A3N4ZSL5,PF08207.15;PF01132.23;PF09285.14
A0A3M8ACE0,PF00005.30;PF13304.9
A0A143YTT0,PF00466.23
A0A143YNL7,PF02302.20
A0A6N4US32,PF17837.4;PF01648.23
A0A919SMH0,PF13561.9;PF00106.28;PF08659.13
A0A3M8AJK8,PF00072.27;PF00196.22
A0A7W7PIQ7,PF09055.14
A0A6J5A092,PF01144.26
A0A919SUV0,PF00440.26
A0A919W6U0,PF00106.28;PF13561.9
A0A3M8ARN1,PF00080.23
A0A6J5CSU4,PF02566.22
A0A3M8AV87,PF00486.31;PF00072.27
A0A6J5B088,PF01037.24;PF13412.9;PF13404.9
A0A1E7XHD7,PF13561.9;PF00106.28
A0A7X5U6Y2,PF00072.27;PF04397.18
A0A8J3AR68,PF00117.31;PF07722.16
A0A8J3AQY3,PF13419.9;PF00702.29
A0A919SU01,PF00072.27;PF00196.22
A0A7W7LN30,PF00440.26
A0A6N4UPH2,PF00005.30;PF13304.9
C0XHL6,PF01196.22
A0A1I0GZC5,PF01257.22
A0A3M8B3T4,PF04542.17;PF08281.15;PF04545.19
A0A7W7LSV7,PF02254.21;PF02080.24
A0A919SMX5,PF00072.27;PF00486.31
A0A3M8APT6,PF00005.30
A0A1E7XGR9,PF00005.30
A0A192D2W7,PF01121.23
A0A143YT28,PF13673.10
A0A3M8B252,PF00072.27;PF00486.31
A0A1E7XA14,PF07977.16
A0A1E7X8W1,PF13561.9;PF00106.28;PF08659.13
A0A132PK32,PF13453.9
A0A132PF37,PF13561.9;PF00106.28
A0A1I0E0Q2,PF12728.10
A0A3M8AGY5,PF09335.14
A0A143YQN2,PF02255.19
A0A6N4UPK5,PF02863.21;PF01316.24
A0A919T1F6,PF00072.27;PF00196.22;PF08281.15
A0A919T0P7,PF00072.27;PF00196.22
G0FK32,PF00486.31;PF00072.27
G0G004,PF13561.9;PF00106.28;PF08659.13
A0A0C2RTJ7,PF00269.23
A0A173LJV8,PF00072.27;PF00196.22
A0A1H1U760,PF00574.26
A0A4R5ZN05,PF02660.18
A0A4R5ZQF6,PF00005.30;PF13304.9
A0A4R5ZA04,PF01195.22
A0A7X0UB11,PF00005.30
A0A0H5DC01,PF00005.30
A0A0C4YIM4,PF00106.28;PF13561.9
A0A0H5DFW1,PF00156.30
A0A4R7W6W1,PF01083.25
A0A0C2RQ20,PF00269.23
A0A0C2RQJ6,PF01195.22
A0A4R7VHC4,PF19803.2
A0A7M2T232,PF00072.27;PF00196.22
A0A0C2R3U8,PF05239.19
A0A0L8N3T0,PF00005.30
A0A0C2V691,PF01596.20
A0A0L8N4Y0,PF03259.20
A0A0C4Y5T5,PF00027.32;PF13545.9
R2XKI1,PF00005.30;PF13304.9
A0A511J0H9,PF00005.30
A0A4R5ZR75,PF00072.27;PF00486.31
L7LPQ4,PF01037.24;PF13404.9;PF13412.9
A0A329YAQ4,PF00005.30
A0A840SXS6,PF00072.27
A0A173LQ99,PF00072.27;PF00196.22
A0A3N9XDQ2,PF04149.15
A0A561U5H8,PF00072.27;PF00196.22
A0A3M8AI55,
A0A1H9VX53,
A0A4R5ZBS8,
