query_id,accession_id
A0A7W8JFI5,PF04232.15
A0A7W8JG44,PF06962.15
A0A7W8N7B7,PF02915.20
A0A7W8N963,PF01668.21
A0A7W8N730,PF03885.16
A0A7W8JGD7,PF03840.17
A0A7W8N6Y3,PF14183.9
A0A7W8JC90,PF00005.30;PF13304.9
A0A7W8N802,PF05103.16
A0A7W8JEB8,PF00581.23
A0A7W8N973,PF00825.21
A0A7W8N686,PF00072.27;PF00486.31
A0A7W8N749,PF00072.27;PF00486.31
A0A7W8JDJ1,PF04093.15
A0A7W8JGD4,PF08141.15
A0A7W8N5V3,PF06338.14
A0A7W8JDI1,PF09963.12
A0A4R3NHU1,PF13649.9;PF13489.9;PF08241.15;PF08242.15;PF13847.9;PF05401.14
A0A511V7E9,PF00572.21
A0A150N8M7,PF00189.23;PF07650.20
A0A4R3N5T7,PF02590.20
A0A150N8U7,PF00542.22;PF16320.8
A0A150N3R0,PF07729.15;PF00392.24
A0A4R3MV14,PF13302.10;PF00583.28
A0A4R3NCG5,PF00072.27
A0A150N5C7,PF07561.14
A0A4R3MX76,PF03061.25
A0A4R3MUU8,PF03960.18
A0A150MLD6,PF10263.12
A0A150N8N8,PF00861.25
A0A511V8V6,PF00005.30;PF13304.9
A0A150N6Q7,PF06156.16
A0A150N7X7,PF10676.12
A0A150MAF5,PF04012.15
A0A150MYJ1,PF00312.25
A0A150N1U2,PF05685.15
A0A4R3N075,PF05389.15
A0A4R3N8Q2,PF13785.9
A0A4R3N8L3,PF00313.25
A0A4R3MSU5,PF12867.10;PF05163.15
A0A150MDC0,PF00582.29
A0A150N705,PF00072.27;PF00486.31
A0A150N803,PF03775.19
A0A511VD00,PF01553.24
A0A4R3ND54,PF09551.13
A0A150N8V0,PF00005.30
A0A150MWM3,PF05685.15
A0A150N6F3,PF00005.30;PF13304.9
A0A150N129,PF00300.25
A0A150N7D9,PF01323.23;PF13462.9
A0A150MYU8,PF00830.22
A0A150MHW3,PF04542.17;PF08281.15;PF04545.19;PF07638.14
A0A4R3N2J4,PF12986.10
A0A4R3MZF9,PF00237.22
A0A4R3MU78,PF01206.20
A0A511V1T7,PF00005.30;PF13304.9
A0A4R3N8E3,PF13370.9;PF13459.9
A0A150MUH9,PF13561.9;PF00106.28
A0A150MLY1,PF02452.20
A0A4R3N801,PF02230.19;PF01738.21
A0A4R3MYF6,PF13443.9
A0A4R3NEF7,PF01048.23
A0A150MZ34,PF00510.21
A0A150N3W7,PF00027.32;PF13545.9;PF00325.23
A0A150MZJ1,PF14681.9;PF00156.30
A0A150N6R4,PF02223.20
A0A150N8B1,PF00571.31;PF08279.15
A0A150MYV1,PF03780.16
A0A150MTR2,PF02142.25
A0A150MGR7,PF13442.9
A0A4V2V0Y4,PF01521.23
A0A150N696,PF06508.16
A0A150N4A9,PF00392.24
A0A150MDN6,PF00453.21
A0A511V6R0,PF03885.16
A0A4R3N6S8,PF03994.17
A0A4R3MYK4,PF01910.20
A0A4R3NE46,PF00475.21
A0A4R3MWT2,PF13419.9;PF00702.29;PF12710.10;PF13242.9
A0A150MEG6,PF06133.14
A0A150N8A8,PF12836.10;PF10531.12;PF00633.26
A0A150MFL5,PF14069.9
A0A150MY05,PF01899.19
A0A4R3NBA7,PF01475.22
A0A4R3MTY7,PF00293.31
A0A511VC87,PF00072.27;PF00486.31
A0A4V2V2G5,PF00072.27;PF00486.31
A0A4R3MSN5,PF06338.14
A0A4R3MYI4,PF00753.30
A0A150ML12,PF00665.29;PF13276.9
A0A150N113,PF00210.27
A0A150N8T8,PF00072.27;PF00486.31
A0A150MN68,PF13442.9
A0A150MMI1,PF01316.24;PF02863.21
A0A150MMJ8,
A0A150N6E0,
A0A4R3NBG5,
A0A4R3N8G3,
A0A7W8N8I0,
A0A150N895,
