query_id,accession_id
A0A1R1B2S6,PF00005.30
A0A1C6RTV3,PF12802.10
U1WLY8,PF02681.17
A0A2A9DZV4,PF00440.26
A0A1I2QWH5,PF00005.30
A0A1I2PWI7,PF02583.20
A0A7W7DKQ4,PF05331.14
A0A1R1B128,PF00072.27;PF00486.31
U1YEL6,PF00072.27
U1Y4A9,PF00923.22
A0A1R1AVK1,PF01047.25;PF12802.10
A0A561VMZ8,PF01035.23
U1X6G6,PF13561.9;PF00106.28;PF08659.13
U1XAC5,PF00829.24
A0A4Q1QRP9,PF01923.21
A0A1I2UEP7,PF00563.23
A0A0R1TWQ1,PF01327.24
U1YGM0,PF02417.18
A0A7X5NJL5,PF02622.18
A0A1R1B7R3,PF12836.10;PF00633.26
A0A4R3VEX9,PF13386.9
A0A1R1B6U4,PF00005.30
A0A1C6TGX2,PF00366.23
U1WX15,PF01176.22
U1X4D6,PF02597.23
U1X3E5,PF00005.30;PF13304.9
A0A381JA92,PF00830.22
U1YK62,PF00881.27
A0A1C6TIH7,PF03029.20
A0A1N7IRV8,PF00072.27;PF00486.31
A0A0R1TWA7,PF00293.31
K6DGS2,PF00005.30;PF13304.9
A0A1C6T5C8,PF13561.9;PF00106.28
U1YLG8,PF09335.14
A0A6G6IS43,PF00005.30
A0A0J6VKY8,PF00347.26
A0A7X5NLQ3,PF00440.26
A0A3B7QL25,PF00072.27;PF00196.22
A0A1I2NVQ2,PF02410.18
K6DP61,PF00528.25
A0A1N7NYR5,PF01596.20;PF13578.9
A0A561WT01,PF01161.23
A0A3D9FH96,PF00106.28;PF13561.9
A0A1I2QC55,PF08741.13
A0A4Q1QK03,PF04149.15
A0A1H5VL24,PF00499.23
A0A4R2PA83,PF00581.23
A0A917W0X8,PF04239.15
A0A917RYQ8,PF05389.15
A0A1P8KDG4,PF04351.16
A0A1H5D1X9,PF13399.9
A0A171DMF9,PF00005.30
A0A918AGH5,PF08281.15;PF04542.17;PF04545.19
A0A1H4J0C3,PF00072.27;PF00196.22
A0A0C1DQZ9,PF04149.15
A0A918AMD7,PF00462.27
A0A6I5MXS6,PF13419.9;PF00702.29;PF12710.10
A0A918EG53,PF00072.27;PF00196.22
A0A1H4IL44,PF00410.22
A0A7J0CSB4,PF00072.27;PF00486.31
A0A7J0CYT5,PF01872.20
A0A6I5MN11,PF00072.27;PF00196.22
A0A1H9I477,PF13561.9;PF00106.28;PF08659.13
A0A917S0G5,PF00578.24;PF08534.13
A0A1H4SWL6,PF04542.17;PF08281.15
A0A917S9F0,PF00072.27;PF00486.31
A0A142M301,PF14815.9;PF00293.31
A0A161M8R0,PF13404.9;PF01037.24;PF13412.9
A0A171BLW7,PF00072.27;PF00196.22
A0A8G1XFL3,PF00196.22;PF00072.27
A0A0C1AS84,PF00072.27;PF00486.31
A0A1H9FBN5,PF00005.30
A0A1H4ILC0,PF00177.24
A0A917W0A3,PF03862.16
A0A917RYI7,PF01588.23;PF14794.9
A0A171BSD9,PF00072.27;PF00196.22
A0A1H4QXN4,PF01081.22
A0A8G1UNB9,PF04542.17;PF08281.15;PF04545.19
A0A7J0CQ36,PF13466.9;PF01740.24
A0A8G1UDD4,PF00196.22;PF00072.27
A0A918AM80,PF00466.23
A0A927N2C0,PF13561.9;PF00106.28
A0A927MT89,PF18029.4
A0A1L1PCA9,PF00886.22
A0A1I0K934,PF00440.26
I3TXY2,PF10369.12;PF13710.9;PF01842.28
R8ARB0,PF00005.30
A0A2W7MF13,PF00005.30;PF13304.9
A0A2W7N0M1,PF02082.23
A0A2W7PGR0,PF13561.9;PF00106.28;PF08659.13
A0A2S8SDT7,PF07729.15;PF00392.24
A0A918L8Z5,PF04542.17
A0A2W7MEP9,PF00072.27;PF00486.31
A0A2W7MLZ0,PF14069.9
A0A2W7NAD5,PF00072.27
A0A8G1UPH8,
A0A917S5U4,
A0A4R3VEL6,
A0A1G7WBI1,
A0A1C6RL95,
