query_id,accession_id
A0A167T4T3,PF04316.16
A0A167TI96,PF05979.15
A0A167TDB9,PF01016.22
A0A167TMQ9,PF00528.25
A0A160F2B3,PF01985.24
A0A160F5V0,PF06983.16;PF00903.28
A0A160F1D3,PF07729.15;PF00392.24
A0A160F5M5,PF02261.19
A0A167T305,PF12146.11
A0A160F2T4,PF02410.18
A0A160F5X6,PF01042.24
A0A160F4R9,PF04238.15
A0A160F6F2,PF04265.17;PF04263.19
A0A160F2A2,PF00717.26;PF01726.19
A0A160F2Z0,PF00072.27
A0A160F3C7,PF00485.21
A0A167TAF4,PF01966.25
A0A160F6N2,PF02357.22
A0A160F3T7,PF00072.27
A0A160F4Q3,PF01709.23
A0A160F7V5,PF00072.27;PF00196.22
A0A167TAI8,PF00072.27
A0A160F4V5,PF03960.18
A0A160F426,PF01245.23
A0A160F5H5,PF01634.21
A0A160F661,PF01894.20
A0A160F260,PF00673.24;PF00281.22
A0A167TAQ8,PF13302.10
A0A167TMJ9,PF00005.30
A0A160F6H9,PF00717.26;PF01381.25
A0A167T362,PF01475.22
A0A167TK03,PF01361.24
A0A160F7U5,PF03061.25
A0A167TMA8,PF13649.9;PF08241.15;PF13489.9;PF08242.15
A0A160F314,PF00119.23
A0A160F3Y8,PF14168.9
A0A160F4D1,PF00677.20
A0A160F3T1,PF04608.16
A0A160F5T5,PF00528.25
A0A161HXH8,PF02223.20
A0A160F4C0,PF02081.18
A0A160F737,PF13242.9;PF13419.9
A0A160F0Y7,PF02660.18
A0A161HTL4,PF00177.24
A0A160F303,PF01596.20;PF13578.9
A0A160F7J9,PF06810.14
A0A160F6C4,PF00072.27;PF00196.22
A0A167TRT1,PF04452.17;PF20260.1
A0A160F546,PF07977.16
A0A160F4S5,PF01144.26
A0A160F6X2,PF13490.9
A0A160F4D9,PF00072.27
A0A160F3K3,PF01227.25
A0A160F459,PF00072.27;PF00486.31
A0A160F8B8,PF00005.30;PF13304.9
A0A160F5Z4,PF08864.13;PF08858.13
A0A167T7Z4,PF00581.23
A0A160F1D8,PF00528.25
A0A160F159,PF00216.24
A0A160F629,PF02581.20
A0A160F1S3,PF13592.9;PF06056.15;PF13551.9;PF13384.9
A0A160F4K9,PF04140.17
A0A160F7P0,PF14098.9
A0A160F481,PF10782.12
A0A160F6Z6,PF04542.17;PF08281.15;PF04545.19
A0A167TRR7,PF00550.28
A0A160F185,PF00831.26
A0A160F473,PF03994.17
A0A167TPA6,PF06491.14
A0A160F3C8,PF13662.9;PF02132.18
A0A167T6F7,PF03009.20
A0A167TEQ9,PF03358.18;PF02525.20
A0A160F542,PF00581.23
A0A161HTZ0,PF09335.14
A0A161HX96,PF00117.31
A0A160F5K3,PF20111.2
A0A160F5V9,PF04542.17;PF08281.15;PF04545.19
A0A160F1I9,PF00156.30
A0A161HUP1,PF06908.14
A0A160F874,PF00582.29
A0A160F3N0,PF01812.23
A0A160F4Q0,PF00160.24
A0A160F4Y9,PF00072.27;PF00486.31
A0A160F706,PF09922.12
A0A160F7H1,PF00072.27;PF00196.22
A0A161HXC9,PF00528.25
A0A160F822,PF00994.27
A0A160F1H4,PF07702.16;PF00392.24
A0A160F1D2,PF00588.22;PF08032.15
A0A160F1M6,PF02502.21
A0A160F6K7,PF00072.27;PF00486.31
A0A160F2D1,PF02620.20
A0A160F1T8,PF08207.15;PF09285.14;PF01132.23
A0A160F4M1,PF00696.31
A0A167SZZ1,PF03602.18
A0A160F3U1,
A0A167T5A8,
A0A160F210,
A0A161HTS5,
A0A160F5S2,
