query_id,accession_id
A0A8J3WDK7,PF00072.27;PF00196.22
A0A934M5U5,PF00072.27;PF04397.18
A0A7W6P0A3,PF13462.9;PF01323.23
A0A8J3S0Y9,PF01863.20
Q5WFR0,PF02050.19
A0A0K9YVX9,PF00005.30
A0A8J3S8F7,PF00072.27;PF00196.22
A0A927MK18,PF04977.18
A0A927MKS1,PF10955.11
Q5WGW2,PF05389.15
D8IWW5,PF00072.27;PF00486.31
A0A3B0M9W9,PF01058.25
A0A8J3WE42,PF00072.27;PF00196.22
A0A927R2R8,PF00475.21
A0A927MGY8,PF00005.30;PF13304.9
Q5WGM4,PF03992.19
Q5WKA0,PF00072.27;PF12431.11
A0A0K9YZ59,PF00005.30
A0A0K9YM32,PF03960.18
A0A927MLG0,PF00005.30;PF13304.9
A0A223KQ34,PF00005.30
A0A1I5KUQ6,PF00440.26
A0A223KL64,PF00005.30;PF13304.9
A0A223KVQ7,PF00486.31;PF00072.27
A0A223KY55,PF03775.19
A0A223KQA4,PF04012.15
A0A223KRN0,PF04472.15
A0A223KXV1,PF08281.15;PF04542.17
A0A365KAU7,PF13673.10;PF00583.28;PF13508.10
A0A365K735,PF01202.25
A0A7W6LHJ0,PF00313.25
A0A8J4DEK2,PF00072.27;PF00196.22
A0A365K6Q3,PF00005.30
A0A0K9YRG0,PF04542.17;PF08281.15
A0A0K9YVL4,PF01782.21;PF05239.19
A0A1I5QLL1,PF08281.15;PF04542.17
A0A0K9YMR4,PF00005.30
A0A0K9YJR7,PF02367.20
A0A0K9YW04,PF00005.30;PF13304.9
A0A3D8PI86,PF00347.26
A0A365K063,PF04167.16
A0A365KAP5,PF13442.9
A0A365K6T7,PF02660.18
A0A3B0MBF0,PF02469.25
A0A7W6P3V1,PF03737.18
A0A8J4DF24,PF13561.9;PF00106.28;PF08659.13
A0A7W6P1J3,PF07729.15;PF00392.24
A0A8J3S1P4,PF00072.27;PF00196.22
A0A927MEU0,PF00005.30;PF13304.9
A0A927MLH3,PF13419.9
Q5WM05,PF00528.25
A0A328NGJ4,PF04149.15
A0A223KSH3,PF13782.9
A0A328NQ75,PF04149.15
A0A4U3A2H5,PF02630.17
A0A3A1UNI9,PF00106.28;PF13561.9;PF08659.13
A0A4R3MWP7,PF00416.25
A0A285UPA4,PF00528.25
W4F900,PF00072.27;PF00486.31
W4EN46,PF01740.24
A0A3A1URP3,PF13545.9;PF00027.32
B9EB30,PF00510.21
A0A1H0PQG6,PF01135.22;PF13649.9;PF08241.15;PF13847.9
A0A1M7PZX7,PF00072.27;PF00486.31
A0A4U3AG05,PF17209.6
A0A3A1UN15,PF02152.21
A0A3A1UW18,PF00881.27
A0A4U3A1Z3,PF01022.23
W4F3N3,PF00255.22;PF00578.24
W4F3J0,PF03928.17
A0A3N2C657,PF00072.27;PF00486.31
A0A2W5V0M2,PF05494.15
A0A3A1UQJ1,PF00440.26
W4F2U1,PF00072.27;PF00486.31
A0A4U3A5S3,PF13561.9;PF00106.28;PF08659.13
A0A3A1UZI3,PF01584.22
A0A074U3T6,PF00106.28;PF13561.9
A0A7W7A7U0,PF02798.23;PF13417.9
A0A1M7PZJ4,PF07729.15;PF00392.24
A0A6N8U8E3,PF01884.20
A0A6N8U0Y1,PF03061.25
A0A4U2ZXW2,PF12706.10;PF00753.30
W4F2C0,PF00005.30;PF13304.9
W4ERJ1,PF02525.20
A0A0A8ULC3,PF00005.30;PF13304.9
W4EQY6,PF01144.26
A0A3A1UTC1,PF00005.30
A0A918YKY8,PF12840.10;PF01022.23;PF12802.10
B9E8J2,PF00582.29
A0A1M7L1S0,PF00072.27;PF00196.22
A0A3A1UW46,PF00072.27;PF00486.31
A0A1M7QKS7,PF01047.25
W4EQI1,PF00072.27;PF00486.31
A0A3D8P7C6,
A0A3A1UR27,
A0A285UEW5,
A0A8J3WE92,
A0A7W6JYR7,
A0A918YCI2,
A0A0K9YX58,
