query_id,accession_id
B0THF2,PF07977.16
A0A0K6INS5,PF00578.24;PF08534.13
A0A0K6IWA9,PF00072.27
A0A0K6IVX8,PF00034.24;PF13442.9
A0A0K6IRJ5,PF00005.30
A0A0K6IQR1,PF00005.30
A0A0K6IVT3,PF03232.16
A0A0K6IV96,PF01649.21
A0A0K6IT49,PF01810.21
A0A0K6IT84,PF00072.27;PF00196.22
A0A0K6ITP3,PF01243.23;PF10590.12
A0A0K6ING7,PF00072.27;PF00486.31
A0A0K6IW13,PF00420.27
A0A0K6IV74,PF00072.27;PF00486.31
A0A0K6INL1,PF00625.24
A0A0K6ISV8,PF00005.30
A0A4R6U723,PF02627.23
A0A4R6UL34,PF00583.28;PF13420.10;PF13302.10
A0A4R6UDN3,PF00005.30;PF13304.9
A0A4S3L934,PF13419.9;PF00702.29;PF13242.9
A0A679FLD2,PF06961.16
A0A679FK69,PF00486.31;PF00072.27
A0A4S3L8D2,PF13690.9;PF04509.15
A0A4S3L678,PF12822.10
A0A4S3KZT8,PF00005.30;PF13304.9
A0A679FJ22,PF00072.27;PF00486.31
A0A679FYD4,PF00834.22
A0A4S3L7P3,PF01649.21
A0A4S3KZP0,PF02581.20
A0A679FVK4,PF04079.19
A0A4S3L1N6,PF01047.25;PF12802.10
A0A679FY51,PF00528.25
A0A4S3L442,PF01725.19
A0A4V3UVC2,PF02561.17
A0A679FTF0,PF19651.2
A0A679FVM9,PF01467.29
A0A679G2V9,PF02686.18
A0A679FPG3,PF13411.9;PF00376.26
A0A679FS95,PF01022.23
A0A679FKY6,PF00005.30;PF13304.9
A0A4S3L3D7,PF04545.19;PF04542.17;PF04539.19
A0A4S3L574,PF01638.20
A0A679G319,PF04012.15
A0A679G460,PF00583.28;PF13302.10;PF13673.10;PF13508.10;PF13523.9;PF13420.10
A0A4S3L7C1,PF04024.15
A0A4S3L674,PF01625.24
A0A679FHE6,PF01048.23
A0A4S3L6N3,PF00440.26
A0A4S3L0H9,PF06257.14
A0A4S3L436,PF04309.15
A0A679FMC5,PF00528.25
A0A4S3L5N5,PF00571.31;PF08279.15
A0A4S3L5P9,PF01219.22
A0A4S3L6I8,PF00005.30;PF13304.9
A0A679FQ42,PF00005.30;PF13304.9
A0A679FIW0,PF06014.14
A0A679FY16,PF00908.20
A0A4S3L4V0,PF00072.27;PF00486.31
A0A679FMZ9,PF00005.30;PF13304.9
A0A679FKM2,PF01202.25
A0A4S3L5A2,PF00072.27;PF00486.31
A0A679FV94,PF03946.17;PF00298.22
A0A4S3L132,PF08281.15;PF04542.17
A0A4S3L413,PF05103.16
A0A679FTE3,PF00072.27;PF00486.31
A0A679FJP9,PF01022.23;PF12840.10
A0A679G202,PF00072.27;PF00486.31
A0A4V3UUW5,PF00258.28
A0A4S3L4A7,PF04241.18
A0A4V3UUT4,PF00581.23
A0A679FL72,PF12706.10;PF00753.30
A0A679FV47,PF01479.28
A0A4S3L2G1,PF00216.24
A0A4S3L6L6,PF00085.23
A0A679FPM5,PF02255.19
A0A679FKY8,PF00072.27
A0A679FRM9,PF00440.26
A0A679FZN9,PF10676.12
A0A4S3KZL7,PF06133.14
A0A679FMV7,PF04023.17
A0A679FWS4,PF00861.25
A0A679FZF3,PF00005.30;PF13304.9
A0A679FIZ5,PF01029.21
A0A679FTL1,PF04020.16
A0A4S3L609,PF00005.30;PF13304.9
A0A679G270,PF01195.22
A0A4S3L5R9,PF01966.25
A0A679FS17,PF04260.15
A0A679FYY5,PF04474.15
A0A679FU07,PF03358.18
A0A4S3L3Q4,PF14003.9
A0A4S3L5Z3,PF00994.27
A0A4S3KZR7,PF00005.30;PF13304.9
A0A679FLU8,PF00381.22
A0A679FQ54,PF04542.17;PF08281.15;PF04545.19
A0A679FPS3,PF13561.9;PF00106.28;PF08659.13
A0A679FMH4,
A0A679FYE1,
A0A0K6IVW9,
A0A679FIH1,
