query_id,accession_id
A0A4Q7ZHF2,PF00005.30;PF13304.9
A0A3R9P7J0,PF00578.24;PF13905.9;PF08534.13
A0A428N3U5,PF00072.27;PF00486.31
A0A7W9KB81,PF00005.30;PF13304.9
A0A1B1B768,PF03807.20
A0A1N6GKF1,PF00005.30
A0A1N6GLS5,PF06949.14
A0A428N8E5,PF03483.20
A0A2T6FWP5,PF07729.15;PF00392.24
A0A0H4QLS1,PF13275.9
A0A3R9P1F5,PF03840.17
A0A4Y8M3X5,PF08359.14;PF00440.26
A0A4Y8M1T0,PF13630.9
A0A1R0YKE8,PF02561.17
A0A1R0YIS5,PF00072.27;PF00486.31
A0A1R0YBT4,PF00583.28
A0A1R0YK97,PF00730.28
A0A1R0YGI1,PF00072.27;PF00486.31
A0A1R0Y7C4,PF00072.27;PF00486.31
R2S8P7,PF00528.25
A0A366EG52,PF00072.27;PF00196.22
A0A366DWD6,PF02686.18
A0A1M4XB48,PF09335.14
A0A2T4UB10,PF13649.9;PF13489.9;PF08241.15;PF13847.9;PF08242.15
A0A377JZD1,PF00392.24;PF07702.16
A0A366EIN5,PF01966.25
A0A1R0YB27,PF00578.24;PF08534.13
A0A4Q7V356,PF04075.17
A0A366EDY1,PF00072.27
R2RV47,PF02302.20
A0A1R0YIR4,PF00072.27;PF00486.31
Q12KM0,PF01022.23
A0A366EG28,PF04452.17;PF20260.1
A0A366EJX2,PF00072.27
A0A366EDG9,PF02674.19
A0A1R0YH88,PF04542.17;PF08281.15
L0DVQ0,PF11127.11
A0A1R0YBQ4,PF04542.17;PF08281.15
A0A366DYN8,PF00005.30
A0A4R6BP56,PF00528.25
A0A1C5GTU5,PF02082.23
A0A919PF17,PF09819.12
A0A4R6BJH5,PF01381.25
A0A1R0YKH0,PF20074.2
A0A1M7HXD5,PF01427.20
A0A1M7QEE5,PF00072.27;PF00196.22
A0A4R6BLJ2,PF00072.27;PF00196.22
A0A366E494,PF00072.27;PF00486.31
A0A1R0YBJ8,PF00005.30;PF13304.9
A0A4R6BJ54,PF00005.30
A0A0R1M798,PF00410.22
A0A377KJU1,PF00834.22
A0A1R0YIV4,PF08281.15
A0A4Q7UWN7,PF00106.28;PF13561.9
A0A1R0YDJ3,PF08281.15;PF04545.19;PF04542.17
A0A0R1MK76,PF01219.22
A0A1R0YK46,PF02261.19
A0A7W6A0B9,PF13417.9;PF13409.9
D2BBA2,PF00380.22
A0A0C2W9C0,PF06866.14
A0A316EW21,PF01176.22
A0A848B442,PF02572.18
A0A1G4RN90,PF00557.27
A0A0C2VFA0,PF00005.30
A0A0R2JLY5,PF00106.28;PF13561.9
D2B1S1,PF00072.27;PF00196.22
A0A2S3USG3,PF13545.9;PF00027.32
A0A1G4R562,PF00072.27;PF00486.31
A0A521CFU9,PF00486.31;PF00072.27
A0A0C2RCT5,PF00072.27;PF00486.31
A0A0C2W8U2,PF10955.11
A0A0C2VG88,PF00313.25
D2B0U1,PF00440.26
A0A316EPT1,PF00072.27
A0A1D8T1M9,PF13561.9;PF00106.28;PF08659.13
A0A1G4PEB7,PF03315.18
A0A0C2S409,PF02583.20
A0A1G4QBC8,PF00072.27;PF00486.31
A0A1G4SAZ8,PF00486.31;PF00072.27
A0A1G4S7D2,PF00005.30
A0A0C2W2K2,PF00528.25
A0A7W6EVB0,PF13467.9
A0A1G4S6H9,PF00005.30;PF13304.9
A0A1G4RY20,PF00528.25
A0A0C2W325,PF00528.25
D2AWL6,PF12900.10
A0A1L8TKM4,PF00072.27;PF00486.31
A0A1G4SIB1,PF00574.26
B9E711,PF00156.30
Q9K672,PF02525.20
Q65ML0,PF13500.9
Q3SVV2,PF00005.30;PF13304.9
Q49V31,PF05848.14;PF17727.4
Q5HPX6,PF01327.24
Q5WHF4,PF01791.12
A0A1G8FQS6,
A0A919P923,
A0A0D7K7F2,
A0A1G4RV17,
A0A3R9P194,
