query_id,accession_id
A0A7U6BRN8,PF00977.24
A0A1G6XWR9,PF04978.15
A0A7U6BX97,PF00005.30;PF13304.9
F2I792,PF03946.17;PF00298.22
A0A8H9HPV1,PF00005.30;PF13304.9
G2SQD8,PF00005.30
A0A1R1SR61,PF00072.27;PF00486.31
A0A2W5LVR6,PF01725.19
A0A1W6CZI2,PF01192.25
A0A8H9GXR4,PF00072.27;PF00196.22
A0A7H1QUV5,PF00005.30;PF13304.9
A0A4R3NAG5,PF17939.4;PF00440.26
A0A5N8XUN7,PF00005.30
A0A1R1SP32,PF13398.9
A0A8H9GYA2,PF02575.19
A0A7H1R2C7,PF00072.27;PF00196.22
A0A7H1QS41,PF00072.27;PF00486.31
A0A8H9LNA9,PF00072.27;PF00196.22
G2SMB6,PF06156.16
A0A117NXN9,PF07729.15;PF00392.24
A0A124I2I2,PF00196.22
A0A1R1SND9,PF00196.22
A0A5N8XVV2,PF00440.26
A0A1W6CZ60,PF03364.23
A0A317PKI2,PF02390.20
A0A7W7CCA2,PF13561.9;PF00106.28
A0A8H9HNP0,PF13561.9;PF00106.28;PF08659.13
A0A2W5LVS5,PF04386.16
A0A543A9K0,PF18367.4
A0A7U6BQ21,PF00994.27
A0A1R1SHM5,PF00196.22;PF00072.27
I0H414,PF00440.26;PF16925.8
A0A7H1QY15,PF00581.23
A0A1R1SQK7,PF00072.27;PF00196.22
A0A5N8XBE6,PF00005.30;PF13304.9
A0A5N8XUZ6,PF09424.13
A0A117RCN6,PF00072.27;PF00196.22
A0A1R1SGD1,PF00072.27
A0A1R1SIE8,PF02777.21;PF00081.25
A0A7U6BVY6,PF00132.27
A0A8H9LFZ9,PF13412.9;PF13404.9;PF01037.24
A0A1R1SB18,PF00440.26
A0A1R1SDH8,PF00072.27;PF00196.22
A0A2T5BRY6,PF00416.25
I0HAT3,PF00072.27;PF00196.22
A0A8H9HBH0,PF00072.27;PF00196.22
A0A1W6D176,PF00121.21
A0A1G7E6D7,PF00005.30;PF13304.9
G2SRC6,PF00575.26
A0A923KJE1,PF00528.25
G2SN70,PF00825.21
A0A8H9LS41,PF08281.15;PF04545.19
A0A1R1S6N4,PF13561.9;PF00106.28;PF08659.13
A0A7U6BWG5,PF02660.18
A0Q1V2,PF00005.30;PF13304.9
A0A1R1ST11,PF01316.24;PF02863.21
A0A117P3H9,PF12710.10;PF13419.9
G2SNS6,PF00227.29
G2SMG7,PF00005.30;PF13304.9
A0A1R1SJQ4,PF00072.27;PF00196.22
A0A7H1QZ05,PF01248.29
A0A124H7V5,PF00072.27;PF00196.22
A0A7U6BVI6,PF01037.24;PF13412.9;PF13404.9
A0A7W7CBI1,PF13561.9;PF00106.28
A0A5N8XD48,PF01799.23
A0A8H9H0C2,PF00072.27;PF00196.22
A0A7W7FXV2,PF00486.31;PF00072.27
A0A117PLW5,PF01502.21
A0A1R1SP39,PF04542.17;PF08281.15
A0A0M0EPE6,PF07315.14
A0A7U6BQY9,PF08281.15
A0A7W7CJB5,PF00072.27;PF00196.22
A0A0M0EWI0,PF00440.26
A0A934HY32,PF01464.23
A0A0K9YL64,PF00005.30;PF13304.9
D8IPW7,PF00005.30;PF13304.9
A0A223KV47,PF13561.9;PF00106.28;PF08659.13
A0A0K9YWP4,PF00005.30;PF13304.9;PF02463.22
D8ISD3,PF00072.27
A0A8J3RVQ8,PF00072.27;PF00486.31
A0A0K9YMP4,PF00072.27;PF00486.31
A0A0K9YMG0,PF00510.21
A0A927MJ50,PF00005.30;PF13304.9
A0A927MPT2,PF03551.17
Q5WFE0,PF03061.25
D8IS83,PF02545.17
A0A0K9YLH4,PF00293.31
A0A0K9YJY0,PF00072.27;PF00196.22
A0A0K9YZ90,PF08281.15;PF04542.17;PF04545.19
A0A365KBQ0,PF02081.18
A0A328NZ42,PF11774.11
A0A328NY85,PF00072.27;PF00196.22
A0A365K7E1,PF13797.9
A0A365KAI9,PF00005.30;PF13304.9;PF02463.22
A0A0K9YUU0,PF07729.15;PF00392.24
A0A8H9HJN9,
A0A223KQR9,
A0A1W6CV44,
I0HEY6,
A0A223KR43,
