query_id,accession_id
A0A7W3T8S5,PF00005.30
A0A0R2BI94,PF07261.14
A0A917SKL4,PF01799.23
A0A443J3T1,PF00033.22;PF13631.9
A0A0R1LXG5,PF01022.23
A0A3E0HVJ4,PF00486.31;PF00072.27
A0A443J0C3,PF02754.19
A0A443ILL4,PF13507.9
A0A2M9Q1K3,PF00072.27;PF00486.31
A0A7X0RUN5,PF00072.27;PF00486.31
A0A840IKP6,PF12850.10;PF00149.31
A0A7W3T0J9,PF14542.9
A0A0R2BE34,PF13419.9;PF00702.29
A0A8T4INN8,PF17754.4;PF00440.26
A0A443IJ28,PF05685.15
A0A8J3LQQ1,PF13419.9;PF00702.29;PF12710.10
A0A7X0RTL1,PF00005.30
A0A7X0RVZ3,PF00072.27
A0A7X0RXH5,PF13561.9;PF00106.28;PF08659.13
A0A8J3LCC1,PF01521.23
A0A0R1LQF1,PF05103.16
A0A543AQ02,PF00005.30;PF13304.9
A0A0R1LMV4,PF00347.26
A0A7W7GYV5,PF00072.27;PF00196.22
A0A543B058,PF02581.20
A0A1Z5IFT1,PF13331.9
A0A0R1LYY1,PF01649.21
A0A0R2BKG3,PF05979.15
A0A443ILV6,PF10502.12
A0A2M9Q3I3,PF07702.16;PF00392.24
A0A2M9Q3R9,PF10502.12
A0A7W7M988,PF00072.27;PF00486.31
A0A2M9Q4F8,PF00106.28;PF13561.9;PF08659.13
A0A543B2G4,PF00106.28;PF13561.9;PF08659.13
A0A7X0RST5,PF00392.24;PF07729.15
A0A0R2B8I0,PF02357.22
A0A443IX08,PF00072.27;PF00486.31
A0A543B2B4,PF02502.21
A0A7W3T2H6,PF00072.27;PF00196.22
A0A1H8BT48,PF07441.14
A0A1H8CXR7,PF00085.23
A0A1H8H863,PF17932.4;PF00440.26
A0A1H2S0D7,PF01047.25;PF12802.10
A0A1H2YDL7,PF01174.22;PF07685.17
A0A1H2QZK5,PF00550.28
A0A1H2VJJ6,PF00466.23
A0A1H2VV25,PF00005.30
A0A1H2XAU9,PF01451.24
A0A1H2WI15,PF16321.8;PF02482.22
A0A1H2VAF0,PF02754.19
A0A1H2VVV5,PF00528.25
A0A1H2W5Q3,PF00381.22
A0A1H2WQQ4,PF00697.25
A0A1H2VSH0,PF02682.19
A0A1H2QUU9,PF00072.27;PF00486.31
A0A1H2VJR7,PF00189.23;PF07650.20
A0A1H2QUK5,PF01182.23
A0A1H2UV85,PF01467.29
A0A1H2TKE6,PF03449.18;PF01272.22
A0A1H2Y3I6,PF00072.27;PF00486.31
A0A1H2SNE8,PF00359.25
A0A1H2VIB0,PF00687.24
A0A1H2TGX9,PF00005.30;PF13304.9
A0A1H2VDJ5,PF00510.21
A0A1H2QAC2,PF00269.23
A0A1H2UMF6,PF00005.30
A0A1H2UNY5,PF00528.25
A0A1H2SI15,PF03975.16
A0A1H2WAN2,PF06335.15
A0A1H2X326,PF14804.9;PF13083.9;PF01424.25
A0A1H2YHA7,PF04542.17
A0A1H2WVV2,PF13472.9
A0A1H2TCX0,PF06026.17
A0A1H2SP98,PF13411.9;PF00376.26
A0A1H2XIE2,PF10057.12
A0A1H2VCT4,PF00072.27;PF00196.22
A0A1H2T4K7,PF03780.16
A0A1H2RAH3,PF00027.32;PF13545.9
A0A1H2QVI8,PF01152.24
A0A1H2WBR9,PF00381.22
A0A1H2VJV6,PF17136.7
A0A1H2WR62,PF03819.20
A0A1H2UYM5,PF04542.17;PF04545.19
A0A1H2TAA0,PF00196.22;PF08281.15
A0A1H2T580,PF09548.13
A0A4S3L499,PF08761.14
A0A679FQ76,PF04297.17
A0A679FLP0,PF02829.17;PF08279.15
A0A4S3KYL4,PF02502.21
A0A679FSL0,PF02283.19
A0A679FLF5,PF08359.14;PF00440.26;PF17932.4
A0A679FPD9,PF00005.30;PF13304.9
A0A679FQD9,PF04542.17;PF04545.19
A0A679FM73,PF13500.9
A0A679FVQ3,PF12945.10;PF07238.17
A0A679FWS0,PF00072.27;PF00486.31
A0A679FM11,PF00582.29
A0A4S3L7E3,PF09986.12
A0A2M9Q148,
A0A1H2V0M7,
