query_id,accession_id
A0A1M4YZT4,PF12769.10
A0A4R3LVP1,PF11127.11
A0A1M4T7U0,PF01252.21
A0A1M4XPX4,PF05164.16
A0A4R3LCE8,PF02798.23;PF00043.28
A0A4R3MIJ0,PF13412.9;PF13404.9;PF01037.24
A0A4R3LWN9,PF13417.9;PF02798.23;PF13409.9
A0A4V2UWI0,PF02597.23
A0A4R3MCI0,PF00775.24
A0A4R3MEE4,PF09835.12
A0A4R3MHX3,PF04828.17
A0A4R3MIN0,PF12840.10;PF01022.23
A0A4R3LXP0,PF02683.18
A0A1M4V097,PF01196.22
A0A4R3MDL9,PF13417.9;PF02798.23
A0A4R3MFN6,PF01323.23
A0A1M5A6I7,PF02107.19
A0A1M4SCJ2,PF00293.31
A0A1M4ZA72,PF00005.30
A0A4R3MHY8,PF07729.15;PF00392.24
A0A4V2UZM0,PF03379.16
A0A4R3L5V9,PF00885.22
A0A4R3LH40,PF00486.31;PF00072.27
A0A4R3MEQ1,PF02576.20;PF17384.5
A0A1M4T6J2,PF13279.9;PF03061.25
A0A4R3MC59,PF07330.15
A0A4R3MJC6,PF13472.9
A0A4R3MFR8,PF01135.22
A0A4R3MFZ5,PF00005.30;PF13304.9
A0A1M4Y2A5,PF13561.9;PF00106.28;PF08659.13
A0A4R3LFU5,PF01037.24;PF13412.9;PF13404.9
A0A4R3M344,PF01527.23
A0A4V2UZI3,PF13561.9;PF00106.28;PF08659.13
A0A1M4W4M4,PF01220.22
A0A4R3MAU2,PF00011.24
A0A4R3MBI3,PF13417.9;PF13409.9
A0A4R3LJ12,PF00453.21
A0A4R3LWJ7,PF00005.30;PF13304.9
A0A1M4TLR6,PF00132.27
A0A4R3LXI4,PF07729.15;PF00392.24
A0A4R3L944,PF00327.23
A0A4R3MFH6,PF00227.29
A0A4R3MHG8,PF13650.9;PF13975.9
A0A4R3MIZ2,PF06242.14
A0A4R3MHV0,PF00573.25
A0A4R3MAU9,PF09335.14
A0A4R3LFE5,PF00117.31
A0A4R3M8D7,PF13545.9;PF00325.23;PF00027.32
A0A4R3MB91,PF00486.31;PF00072.27
A0A4R3MJ72,PF00072.27;PF00486.31
A0A4R3MFE6,PF02823.19
A0A4R3MN55,PF07729.15;PF00392.24
A0A4R3LH37,PF00106.28;PF13561.9;PF08659.13
A0A4R3LKM4,PF09278.14;PF13411.9;PF00376.26
A0A4R3MD63,PF00677.20
A0A4R3MCM4,PF00543.25
A0A4R3LUE3,PF07372.15
A0A4R3L666,PF01052.23
A0A4R3MEF4,PF13561.9;PF00106.28
A0A4V2UW88,PF01926.26
A0A4R3LPP8,PF00005.30
A0A4R3LZR7,PF00027.32;PF13545.9
A0A4R3M8I1,PF00908.20
A0A4R3MJH3,PF00005.30;PF13304.9
A0A4R3ML98,PF00072.27;PF00486.31
A0A4R3MHI4,PF00444.21
A0A4R3MMY7,PF02630.17
A0A4R3LFJ1,PF00005.30
A0A4R3MCK3,PF00420.27
A0A1M5A9Y3,PF00072.27;PF00486.31
A0A1M4VTS5,PF08281.15;PF04545.19
A0A1M4UJE7,PF02798.23;PF13409.9;PF13417.9
A0A4R3MHY7,PF04290.15
A0A4R3MKW1,PF01575.22
A0A4R3MDN5,PF01475.22
A0A4R3M9F9,PF00528.25
A0A4R3MFV9,PF08238.15
A0A4R3L7X5,PF03776.17
A0A4R3MK10,PF03449.18;PF01272.22
A0A4R3LDG5,PF05247.16
A0A4V2UVD9,PF00072.27;PF00486.31
A0A4V6NZI5,PF13614.9;PF01656.26;PF09140.14
A0A1M4SRZ6,PF01037.24;PF13404.9;PF13412.9
A0A4V2UVV9,PF00543.25
A0A4R3LH33,PF00578.24;PF08534.13
A0A4R3L316,PF00528.25
A0A1M5AA78,PF13411.9;PF09278.14;PF00376.26
A0A4R3MIL7,PF01037.24;PF13404.9;PF13412.9
A0A4R3MHT3,PF12697.10;PF00561.23;PF12146.11
A0A4R3MHY6,PF01584.22
A0A4R3M8N6,PF07729.15;PF00392.24
A0A4R3LNJ4,PF02472.19
A0A4R3MGP3,PF17209.6
A0A4R3M9D1,
A0A1M4T9L0,
A0A1M4YUR2,
A0A4R3MFJ3,
A0A4R3LBF6,
A0A1M4TLV9,
A0A4R3M9T2,
