query_id,accession_id
A0A1V2DPD8,PF00486.31;PF00072.27
D6Y909,PF03551.17
A0A1V2DVG4,PF01243.23;PF10590.12
A0A1V2DRB7,PF13412.9;PF01037.24;PF13404.9
A0A1V2DVT2,PF00085.23
A0A0C7N7K8,PF00440.26
A0A0C7N7V8,PF00072.27;PF00486.31
A0A1G7WGQ7,PF01381.25
A0A1G8DTE9,PF00005.30;PF13304.9
A0A410DA09,PF04002.18;PF20582.1
A0A2X2CVK6,PF00005.30;PF13304.9
A0A410DAZ7,PF01965.27
A0A1B1MMG6,PF07729.15;PF00392.24
A0A1G8E2L8,PF00085.23
A0A0J5VUV9,PF00269.23
A0A0P8YWV9,PF02589.18
A0A221MHU7,PF00392.24
A0A221MGB7,PF05025.16
A0A221MF49,PF07729.15;PF00392.24
M2Q5J9,PF00072.27;PF00486.31
A0A1V2K3W1,PF00072.27;PF00486.31
A0A221MA50,PF02261.19
A0A7K3Q8S6,PF00440.26
A0A7H0GMP6,PF00005.30;PF12399.11
A0A7H0GPQ8,PF00072.27;PF00486.31
A0A918LU91,PF00072.27;PF00196.22
A0A1V2KC10,PF00106.28;PF13561.9
A0A221MGC5,PF00072.27;PF00196.22
A0A919UC35,PF08281.15
A0A7H0GKG7,PF01521.23
A0A221MAC5,PF13460.9
A0A221MDL1,PF00227.29
A0A221MGU2,PF00486.31;PF00072.27
R2Q5S2,PF00072.27;PF00486.31
A0A221M926,PF01037.24;PF13412.9;PF13404.9
A0A356FIR0,PF00072.27;PF00486.31
A0A445NAC9,PF07729.15;PF00392.24
A0A510UZF8,PF00903.28;PF18029.4
A0A221M852,PF00005.30;PF13304.9
M2NMK0,PF08281.15;PF04542.17
R2QS22,PF00694.22
M2PDP8,PF00005.30;PF13304.9
A0A091ARI8,PF00828.22
A0A238JI06,PF05071.19
A0A221MIK1,PF00072.27;PF00486.31
A0A316I4H2,PF00072.27;PF00486.31
A0A7K3QC18,PF01614.21;PF09339.13
A0A1V2JYM1,PF00072.27;PF00486.31
A0A221MHQ8,PF00072.27;PF00486.31
A0A221MDM0,PF07702.16;PF00392.24
A0A221MGX0,PF12986.10
A0A445N796,PF00072.27;PF00196.22
M2PYA1,PF00072.27;PF00196.22
A0A7H0GJN8,PF00072.27;PF00486.31
A0A238JCB2,PF14681.9
M2QPY3,PF17932.4;PF00440.26
A0A221MA90,PF00269.23
A0A238JIT9,PF00406.25;PF13207.9;PF05191.17
A0A7K3Q8V0,PF00106.28;PF13561.9
A0A919PQ61,PF00072.27;PF00196.22
A0A7W7Z4C1,PF01575.22
A0A918LLZ9,PF13412.9;PF01037.24;PF13404.9
A0A221MCN4,PF00300.25
A0A2G0Q446,PF00005.30
A0A7K3Q3D4,PF01042.24
A0A7K3Q8C6,PF00072.27;PF00486.31
A0A918LSL5,PF00072.27;PF08279.15
R2PT03,PF06014.14
A0A221MDE3,PF05239.19
A0A7H0GMJ4,PF00210.27
A0A7K3QGD3,PF00072.27;PF00196.22
A0A7W8DX98,PF13561.9;PF00106.28;PF08659.13
A0A091BMP1,PF00691.23;PF13441.9
A0A238J7C4,PF00005.30
A0A919PFM0,PF12802.10;PF01047.25
A0A8E3AUW7,PF00072.27;PF00486.31
A0A7H0GPQ0,PF03401.17
A0A316IE12,PF03551.17
A0A7K3QEN4,PF00196.22;PF00072.27
A0A1V2K517,PF02107.19
A0A919PNZ2,PF00072.27;PF00196.22
A0A7K3Q611,PF02909.20;PF00440.26
A0A445NKA2,PF13419.9;PF00702.29
R2S428,PF00455.25
A0A918LW26,PF00072.27;PF00486.31
A0A238JIK7,PF01894.20
A0A221MES5,PF00510.21
A0A7K3QFP4,PF08044.14;PF09922.12
M2NUG9,PF00574.26
A0A7K3QDV9,PF00072.27;PF00196.22
A0A919UCS4,PF00196.22;PF00072.27
A0A445NFI9,PF02620.20
A0A445N512,PF03029.20
A0A221MHQ4,PF02660.18
A0A918LM64,PF00072.27;PF00486.31
A0A919PT17,PF00072.27;PF00196.22
A0A221M9E2,
A0A7H0GN29,
A0A0P9AHJ1,
A0A1V2K8W8,
