query_id,accession_id
A0A3N2H857,PF13561.9;PF00106.28
A0A3N2H650,PF13561.9;PF00106.28;PF08659.13
A0A3N2GQA3,PF00440.26
A0A3N2H007,PF00300.25
A0A3N2H8E3,PF13561.9;PF00106.28
A0A3N2H383,PF13561.9;PF00106.28
A0A3N2GWL9,PF00005.30
A0A3N2H8G5,PF04075.17
G8N247,PF00581.23
G8N4W9,PF00486.31;PF00072.27
G8MY26,PF02583.20
G8N5Z7,PF00072.27;PF00486.31
G8MWU9,PF01047.25;PF12802.10
G8N3R1,PF00072.27;PF00486.31
G8N1Q4,PF09335.14
G8N1Z5,PF07702.16;PF00392.24
G8N0Q9,PF03167.22
G8MXD2,PF01928.24
G8MZX9,PF01197.21
G8N5P7,PF00571.31
G8N6Y6,PF10676.12
G8N6X4,PF00005.30;PF13304.9
G8N0Y3,PF00636.29
G8N1G5,PF00072.27;PF00486.31
G8N478,PF01047.25;PF12802.10
G8MYR8,PF00440.26
G8N6V8,PF01106.20
G8N101,PF00177.24
G8N1S1,PF00072.27;PF00196.22
G8N150,PF00215.27
G8N2K5,PF02683.18
G8N4B0,PF03994.17
G8N6M2,PF13380.9
G8MYA7,PF00462.27
G8N0R1,PF13466.9;PF01740.24
G8MWU1,PF07702.16;PF00392.24
G8MZA2,PF13275.9
G8MXH8,PF00359.25
G8N0L7,PF04545.19;PF04542.17;PF04539.19
G8N139,PF00572.21
G8MWL8,PF02391.20
G8N6V5,PF07293.14
G8MZ06,PF03838.17
G8MXP0,PF02623.18
G8MXY5,PF13673.10;PF00583.28;PF13508.10
G8N4P7,PF03061.25;PF13279.9
G8MWY1,PF04199.16
G8MZQ7,PF05389.15
G8MZX8,PF00265.21
G8N5V3,PF04014.21
G8N6K7,PF02082.23
G8MZJ4,PF07408.14
G8MY28,PF00403.29
G8N049,PF15714.8;PF04014.21
G8N0H9,PF00072.27;PF00486.31
G8N5S5,PF13420.10;PF00583.28
G8MXJ5,PF00528.25
G8N164,PF01327.24
G8N722,PF00005.30;PF13304.9
G8N7B7,PF02096.23
G8N3M9,PF00072.27;PF00486.31
G8N2V4,PF01985.24
G8N3A4,PF08281.15;PF04545.19
G8N6S7,PF00080.23
G8N265,PF00753.30
G8N4U7,PF14098.9
G8MYW5,PF08141.15
G8N0V3,PF00072.27;PF00486.31
G8N4R9,PF01048.23
G8N0T1,PF00005.30;PF13304.9
G8N0V9,PF01084.23
G8N5L8,PF00849.25;PF01479.28
G8N1Z1,PF14035.9
G8N4Q0,PF03061.25
G8MWJ2,PF00027.32;PF13545.9;PF00325.23
G8MXY0,PF00085.23
G8N120,PF00347.26
G8N6G9,PF09335.14
G8N1I3,PF13302.10;PF00583.28
G8N0J4,PF00885.22
G8N2C9,PF02629.22;PF06971.16
G8N278,PF00471.23
G8N5X0,PF00005.30;PF13304.9
G8N2X8,PF10750.12
G8N657,PF00210.27
G8N1R5,PF01323.23;PF13462.9
G8N759,PF01022.23;PF12840.10
G8N3E0,PF00485.21;PF13238.9
G8N344,PF03641.17;PF18306.4
G8MYZ4,PF00072.27;PF00486.31
G8MY36,PF00072.27;PF00486.31
G8N5W6,PF17932.4;PF00440.26
G8N770,PF00186.22
G8N1D3,PF04199.16
G8N6L3,PF07702.16;PF00392.24
G8MZV9,PF00137.24
G8N259,
G8N225,
G8N5U7,
G8N6Y1,
