query_id,accession_id
A0A380F872,PF00542.22;PF16320.8
A0A7W9DP29,PF13412.9;PF13404.9;PF01037.24
A0A1I3HBX5,PF00313.25
A0A6G9YEJ7,PF00005.30
A0A0D0X580,PF07729.15;PF00392.24
A0A1I1XIF7,PF06803.15
A0A6S7CH06,PF00528.25
A0A5J4LBG9,PF00486.31;PF00072.27
A0A4P6KYQ9,PF00005.30;PF13304.9
A0A4Z0H250,PF03745.17
A0A7W8Z0L6,PF00072.27;PF00196.22
A0A1H7N4V3,PF01641.21
A0A4Z0H6Q8,PF10502.12
A0A2S5D4K8,PF06338.14
A0A3M8DJ03,PF10502.12
A0A4Z0GV64,PF04542.17
A0A5J4LSH5,PF13561.9;PF00106.28;PF08659.13
A0A4Z0H025,PF01522.24
A0A1Y5XJ16,PF00072.27;PF00196.22
A0A0C2W3X0,PF00005.30
A0A1I2D6F8,PF10502.12
A0A4Z0GVT3,PF02566.22
A0A3M8DSH4,PF01168.23
A0A2S5CWT1,PF01588.23;PF14794.9
A0A1I1UZ52,PF00072.27;PF00486.31
A0A1I2D737,PF00440.26
A0A3M8DMM5,PF00072.27;PF00486.31
A0A3M8CXB8,PF00005.30;PF13304.9
A0A1H6M480,PF01037.24;PF13412.9;PF13404.9
A0A0C2VQW6,PF08281.15;PF04542.17;PF04545.19
A0A380F4H3,PF00072.27;PF00196.22
A0A840AXA8,PF00005.30
A0A380F7L2,PF00072.27;PF00486.31
A0A4Z0H0Q1,PF04316.16
A0A5J4LCU9,PF00072.27;PF00196.22
A0A1I2F3B4,PF00849.25;PF01479.28
A0A4Z0GW25,PF00471.23
A0A3M8CTQ1,PF01152.24
A0A0L6CXF1,PF07729.15;PF00392.24
A0A1Y5XGN2,PF00072.27;PF00486.31
A0A0C2VQ40,PF00005.30
A0A0C2VNA2,PF05103.16
A0A1I2HWZ8,PF00072.27
A0A1I2GWE3,PF01047.25
A0A3M8D7V7,PF00072.27;PF00486.31
A0A3M8CUF9,PF01165.23
A0A2S5D0E2,PF00005.30
A0A4Z0H5F3,PF01740.24;PF13466.9
A0A1I3W065,PF00072.27;PF00196.22
A0A2S5CTS5,PF00106.28;PF13561.9;PF08659.13
M4TR93,PF01195.22
A0A0C2W0W5,PF00583.28
A0A495V5J0,PF04356.15
A0A495VAQ1,PF00005.30
A0A4Y3V930,PF00072.27;PF00196.22
A0A4Z0GXD6,PF04542.17;PF08281.15;PF04545.19
A0A3B0BB72,PF07883.14;PF01381.25;PF13560.9
A0A7C9NDG4,PF00005.30
A0A7C9J6K6,PF18331.4;PF13640.9
A0A0F7HKT3,PF00886.22
A0A0A3IFW6,PF07486.15
A0A841A6Y3,PF01135.22
M3TK55,PF00440.26
A0A0A3IMP7,PF14098.9
A0A1W5ZQ16,PF00557.27
A0A2N3XPJ8,PF04149.15
A0A0A3IEU2,PF00005.30;PF13304.9
A0A0A3IK17,PF00410.22
A0A1W6A118,PF10502.12
A0A1H0W0C8,PF13483.9;PF12706.10
A0A918ZI52,PF04149.15
A0A919E0Q7,PF00582.29
A0A0M7AMM2,PF00005.30;PF12399.11
A0A1W5ZUU8,PF06686.14
A0A1G9J7R9,PF00005.30
A0A0A3IE31,PF00005.30;PF13304.9
A0A1H0WKE1,PF01084.23
A0A1W5ZU43,PF02675.18
A0A0A3JMX1,PF06133.14
A0A0F7HL88,PF00005.30
A0A918ZSN4,PF03551.17
Q99YE9,PF02367.20
A0A1G9MUG2,PF00005.30;PF13304.9
A0A7W5V4U9,PF03641.17;PF18306.4
A0A841A7M9,PF00005.30
A0A0F7HJ92,PF00072.27;PF00486.31
A0A2N3XVW2,PF02502.21
A0A1J6HSP1,PF03719.18;PF00333.23
A0A0A3IX63,PF01614.21;PF09339.13
A0A1M6T2S6,PF01613.21
A0A1M6TML1,PF00440.26
A0A1M6P7T5,PF17932.4;PF00440.26
A0A1M6VKL7,PF00156.30
A0A1M6PD26,PF01475.22
A0A1M6QTZ5,PF00893.22
A0A1M6WBN7,PF01903.20
A0A4Z0GXC6,
A0A1W6A145,
A0A7C9IXE3,
A0A3B0BW67,
