query_id,accession_id
A0A1N6TJ34,PF00582.29
A0A177L0H7,PF00072.27;PF00486.31
A0A0S2FUK9,PF00203.24
A0A098MD84,PF00636.29
A0A098MDG5,PF01638.20
M7NDR8,PF00106.28;PF13561.9;PF08659.13
M7NGK8,PF00416.25
A0A098M3V5,PF01192.25
M7NI57,PF00005.30;PF13304.9
A0A7X0WGZ9,PF00574.26
A0A7W7ZVI8,PF00072.27;PF00486.31
M7NHK2,PF08863.13
A0A0U3M4Y3,PF00072.27;PF00196.22
A0A1B1Z1E2,PF02588.18
A0A1B1YZA0,PF02152.21
M7NTS0,PF02223.20
A0A098M680,PF13302.10;PF13420.10;PF00583.28
A0A1B1Z3J8,PF01464.23
M7NKF7,PF00005.30;PF13304.9
M7NA79,PF01923.21
A0A7W8A777,PF01037.24
A0A810N2M9,PF00156.30
A0A098M7V5,PF00005.30
A0A098M5P5,PF00885.22
A0A3A9ZCK5,PF00005.30;PF13304.9
A0A0M6YEX3,PF00005.30
A0A098MCX1,PF00313.25
M7NCN7,PF00573.25
A0A0V8GF82,PF06243.14
M7NF45,PF04545.19;PF04542.17
A0A163LD24,PF11118.11
A0A163LW39,PF00486.31;PF00072.27
A0A4Q1KYK0,PF00072.27;PF00196.22
A0A074LJJ4,PF01967.24
A0A163EC74,PF01313.22
A0A163ESG1,PF00293.31
A0A1H5KWP6,PF01037.24;PF13404.9
U2NJV4,PF01081.22
A0A163H1N8,PF09393.13
A0A1G5MKT7,PF13419.9;PF00702.29
A0A366Y4R7,PF14156.9
A0A366XW15,PF00849.25;PF01479.28
A0A163IVC0,PF01250.20
A0A0A2UR54,PF09335.14
A0A366XPU0,PF04290.15
A0A163H2T6,PF00005.30;PF13304.9
A0A366XXF6,PF00300.25
H6NMG4,PF04070.15
A0A0N9U2E5,PF06938.14
A0A163H608,PF04306.16
A0A4Q1L2F9,PF00072.27;PF00196.22
A0A7W9Q5J5,PF17932.4;PF00440.26
A0A3M8DQ83,PF13419.9;PF00702.29;PF12710.10
A0A3M8DH11,PF01638.20
A0A3M8DW29,PF04542.17;PF04545.19;PF08281.15
A0A163HU35,PF00005.30;PF13304.9
A0A0A2UTG1,PF00005.30;PF13304.9
A0A495ACU7,PF13370.9;PF13459.9
A0A0U3QC52,PF01596.20
A0A419A9Y5,PF01799.23
A0A366XZ22,PF00005.30;PF13304.9
A0A7W9UXQ1,PF00440.26
A0A1M5XB79,PF12840.10;PF01022.23
A0A6M1S539,PF00005.30
A0A163LX75,PF00072.27;PF00486.31
A0A494ZSL5,PF00072.27;PF00486.31
A0A163LQT4,PF00072.27;PF00196.22
A0A1M5UW10,PF04327.15
A0A366XM54,PF00005.30;PF13304.9
A0A495AD17,PF01596.20;PF13578.9
U2NIX1,PF01638.20
A0A163L7M2,PF00510.21
A0A163FD05,PF00072.27;PF00486.31
A0A1I6HZF5,PF00416.25
A0A7Y9S272,PF01037.24
H6NKZ6,PF00486.31;PF00072.27
A0A163IZ70,PF00575.26
A0A859QKA2,PF01416.23
A0A163EEG3,PF01312.22
A0A163M8C5,PF00005.30;PF13304.9
A0A163GPX1,PF04542.17;PF08281.15
A0A494ZTZ2,PF06962.15;PF13847.9
A0A4V1N4Y8,PF00440.26;PF13977.9
A0A0U3GRU6,PF13561.9;PF00106.28;PF08659.13
W0VC39,PF03350.19
A0A495A0Y3,PF00380.22
A0A163L6M2,PF00625.24
A0A3M8CZZ9,PF00072.27;PF00486.31
A0A366Y5M2,PF01575.22
A0A3M8DQT9,PF00528.25
A0A163DD14,PF00072.27;PF00486.31
A0A0A2UYZ0,PF02224.21
H6NF68,PF00005.30
A0A3Q9SIV8,
A0A6M1S562,
A0A2T4Q0Q0,
A0A7W7ZYA0,
A0A074LVS8,
A0A494ZVW9,
A0A163F2Y5,
