query_id,accession_id
K4Z8V5,PF00252.21
A0A1T3P2M5,PF00072.27;PF03861.17
A0A919MN17,PF00072.27;PF00486.31
A0A1G9ZS82,PF00072.27;PF00196.22;PF08281.15
A0A1I5L3U7,PF00707.25;PF05198.19
A0A3N5DPK7,PF01618.19
S1NJJ3,PF00005.30
A0A919JM96,PF00420.27
A0A919JJ25,PF01596.20;PF13578.9
A4G948,PF00588.22
A0A1G9T4X2,PF00072.27;PF00196.22
A0A380AR18,PF00156.30
A0A3Q9UR91,PF13561.9;PF00106.28
A0A2S4MMP5,PF01243.23;PF10590.12
A0A919MPY1,PF13561.9;PF00106.28
A0A1I5RP41,PF00072.27;PF00196.22
A0A7U7JSV6,PF13419.9;PF00702.29
K4Z895,PF01144.26
A4G2R6,PF03928.17
A0A2S4M6B9,PF14834.9;PF13417.9;PF13409.9;PF02798.23
A0A1I5RAX9,PF01475.22
S1NBI4,PF01022.23
A0A1I5L064,PF03775.19
A0A916Y038,PF13507.9
A0A7W7KB61,PF00072.27
K4ZSL8,PF00072.27;PF00486.31
A0A919JMB4,PF13305.9;PF00440.26
A0A919JEW8,PF01042.24
S0KJ88,PF00005.30
A0A1C6TQ81,PF04542.17;PF04545.19
A0A1I5PUS9,PF00072.27;PF03861.17
K2JHZ1,PF00590.23
A0A1C6U120,PF00486.31;PF00072.27
A0A1C6RA83,PF01638.20
A0A1G9ZA01,PF00005.30
A0A3Q9V1R2,PF00072.27;PF00196.22
K2J133,PF06073.15
A0A1I5NAH1,PF00072.27;PF00486.31
U5E4M9,PF03029.20
A0A1C6UQ89,PF11314.11
A0A1I5PPJ4,PF03960.18
A0A1I5JMC7,PF00436.28
A0A1N6YQ16,PF00072.27;PF00486.31
A0A6N9TWJ7,PF00072.27;PF00196.22;PF08281.15
U5E7F9,PF17932.4;PF00440.26
K4Z9P5,PF00005.30;PF13304.9
A3V5A1,PF00300.25
K5A3U6,PF01592.19
A0A1I5RTH3,PF02632.17
A0A1G9SV55,PF01810.21
A0A1C6VGM9,PF12802.10;PF01047.25
A0A1C6W255,PF00196.22
A0A229SEG3,PF00005.30
A0A6N9U0Y8,PF00072.27;PF00196.22
A0A919JA82,PF01042.24
A0A919JKZ2,PF01022.23
K4ZL41,PF00072.27;PF00486.31
A0A7W6D1B9,PF00005.30
U5ELP9,PF01613.21
A0A1C6R9Q6,PF00072.27;PF00196.22
A0A1C6SB75,PF00753.30
U5E6D3,PF00196.22;PF00072.27
U5W128,PF00072.27;PF00486.31
A0A163T5V3,PF00510.21
A0A0N0S4D9,PF00072.27;PF00196.22
A0A0M8QBJ0,PF00072.27;PF00486.31
M5PFE6,PF00269.23
A0A1H3D4E2,PF00011.24
M5P881,PF05979.15
M5P9X4,PF01022.23;PF12840.10
M5P910,PF01520.21
U5VS72,PF00106.28;PF13561.9
M5P8P9,PF01569.24
A0A7L5AGH2,PF00166.24
A0A5C7T720,PF03653.16
D5E444,PF00313.25
D5DSP2,PF07977.16
A0A6P2JL22,PF00072.27;PF00486.31
D5DVV5,PF00828.22
A0A0U4P540,PF13561.9;PF00106.28
D5DZV2,PF13561.9;PF00106.28;PF08659.13
D5DRJ9,PF00072.27;PF00486.31
A0A163RZY5,PF18726.4
D5DZA9,PF02754.19
A0A378ECA6,PF01592.19
A0A0M9X096,PF00005.30
A0A841P3Q2,PF14437.9;PF00383.26
A0A4V2SJN4,PF00005.30
A0A0M9X0S3,PF00005.30;PF13304.9
D5DVQ2,PF05848.14;PF17727.4
A0A0M8QB26,PF01327.24
A0A0M9X136,PF07408.14
A0A0M8QCJ1,PF00005.30;PF13304.9
D5DUT6,PF06156.16
A0A6L5BLG3,PF00005.30;PF13304.9
M5P798,PF14034.9
A0A543HHU8,PF00106.28;PF13561.9
A0A0M9X098,
M5PF61,
M5PDP3,
