query_id,accession_id
A0A0M0F3K0,PF08327.14
A0A917SPT2,PF01694.25
A0A7X0S0M6,PF00269.23
A0A443ILW6,PF08761.14
A0A443J0I6,PF01520.21
A0A840I8S4,PF02699.18
A0A7X0VFL9,PF02535.25
A0A433KFG0,PF00072.27;PF02954.22
A0A2M9PXP5,PF00486.31;PF00072.27
A0A0R1LSJ7,PF00072.27;PF00486.31
A0A443IML4,PF03960.18
A0A8J3L5E1,PF13561.9;PF00106.28;PF08659.13
A0A7W7MAC9,PF00005.30;PF13304.9
A0A3E0GVZ7,PF00072.27;PF00196.22
A0A0R2BFB1,PF00085.23
A0A3E0H4X2,PF01725.19
A0A3E0H4Y5,PF00072.27;PF00196.22
A0A443J2N6,PF00005.30;PF13304.9
A0A7X0RPB0,PF00072.27;PF00486.31
A0A7X0VEG3,PF00072.27
A0A3E0H6R7,PF00005.30;PF13304.9
A0A7W3T1N6,PF13404.9;PF13412.9;PF01037.24
A0A0R1M0U2,PF00923.22
A0A443J3Y9,PF03449.18;PF01272.22
A0A7X0VFU1,PF00072.27;PF00486.31
A0A7X0VIZ3,PF00072.27;PF00486.31
A0A0R1LQG8,PF07977.16
A0A917TAW5,PF07729.15;PF00392.24
A0A443IQS4,PF00005.30;PF13304.9
K6XTD3,PF11290.11
A0A0R2BFA0,PF00005.30
A0A443J139,PF01765.22
A0A443J432,PF11118.11
A0A7W3XZQ5,PF04149.15
A0A7X0VHK1,PF04093.15
A0A0M0F5T3,PF09438.13
A0A7W7GTN1,PF10759.12
A0A7X0VH80,PF07293.14
A0A1G6W5J5,PF13419.9;PF00702.29;PF13242.9
A0A1I6S6X2,PF04978.15;PF12867.10
A0A1H2AAS1,PF13397.9
A0A1C5G248,PF11706.11
A0A1Q2D6X1,PF01648.23;PF17837.4
A0A0R1J9V6,PF06908.14
A0A0R1IYI3,PF01638.20
A0A1C6R7Z0,PF00583.28;PF13673.10;PF13508.10
A0A1H1T9X6,PF00072.27;PF00196.22
C1DP50,PF13561.9;PF00106.28
A0A3P1SSH8,PF13417.9;PF02798.23;PF13409.9;PF00043.28
A0A1G9WSI1,PF00574.26
A0A1H7YWX3,PF00072.27;PF00196.22
A0A5S4H8T9,PF04149.15
A0A918I9A7,PF00814.28
C5T8D3,PF01810.21
A0A4Y3PHV2,PF00072.27;PF00486.31
A0A7W8FWA3,PF01176.22
A0A7W7MSM3,PF00475.21
H0R1K7,PF00440.26
A0A640SL31,PF08281.15;PF04545.19;PF04542.17
A0A1H8GPU0,PF03167.22
A0A1H7X6X3,PF14006.9
A0A4Y3PJI2,PF07729.15;PF00392.24
A0A7W8CPB4,PF00005.30
A0A7W7HV05,PF08207.15;PF09285.14;PF01132.23
A0A7W8CQV1,PF02224.21;PF13189.9
W4VP13,PF00486.31;PF00072.27
A0A7W8CU36,PF01035.23
A0A7W8CQ64,PF00072.27;PF00486.31
B8FL06,PF00072.27
A0A640S715,PF01475.22
A0A4Y3PNS5,PF13419.9;PF12710.10;PF00702.29
A0A918II13,PF00440.26
A0A1G7HYC4,PF00072.27;PF00486.31
A0A7W8CRT4,PF00005.30;PF13304.9
A0A918I766,PF01475.22
A0A0L8N468,PF00731.23
A0A7W8CTQ1,PF03960.18
A0A7W8FRR1,PF00005.30
A0A1H8GI57,PF06339.15
A0A1H8BU70,PF00072.27;PF00486.31
A0A0L8MKM6,PF00005.30;PF13304.9
A0A7Y4P2Y6,PF13561.9;PF00106.28
A0A5J6Z5H1,PF00313.25
A0A7W8FSI8,PF00072.27;PF00486.31
A0A5S4H058,PF00072.27;PF00196.22
A0A7Y4KYM1,PF01883.22
A0A1H8JEH1,PF13302.10
A0A5S4GQP7,PF04542.17;PF08281.15
A0A640S5S1,PF01037.24;PF13412.9;PF13404.9
A0A4Y3PUF5,PF01022.23;PF12840.10
A0A7W8CTA7,PF00005.30;PF13304.9
A0A1H8CEE3,PF00072.27
A0A1H8JXM3,PF00005.30
A0A1H8E404,PF13545.9;PF00027.32;PF00325.23
A0A1H8AU87,PF00005.30;PF13304.9
A0A1C4YDR1,PF14588.9;PF01042.24
W4VFB1,PF00005.30
W4VK44,PF03960.18
A0A1G7HQ12,
A0A2M9Q058,
