query_id,accession_id
D6Y4V4,PF02559.19
D6Y964,PF13829.9
D6Y5K2,PF17932.4;PF00440.26
D6Y927,PF00313.25
D6Y581,PF16859.8
D6Y621,PF00581.23
A0A521BEY0,PF00005.30;PF13304.9
A0A521FBM3,PF13662.9;PF02132.18
A0A521DY63,PF00510.21
A0A521DWF3,PF10502.12
D6YAS8,PF11706.11
D6Y9E1,PF02581.20
D6Y680,PF02909.20;PF00440.26
D6Y330,PF00106.28;PF13561.9
D6Y6S3,PF01613.21
D6Y5J7,PF03459.20;PF12728.10;PF00376.26
D6YAZ7,PF00571.31
D6Y8T2,PF00117.31
A0A521CVU7,PF00975.23
D6Y240,PF13581.9
D6Y9H3,PF00885.22
A0A521B2M3,PF00072.27;PF00486.31
D6Y1S2,PF01883.22
D6Y544,PF00163.22;PF01479.28
D6Y9P9,PF00072.27;PF00196.22
D6Y3C1,PF02254.21;PF02080.24
D6YAE0,PF00072.27;PF00196.22
D6YB54,PF19462.2
A0A521B549,PF02660.18
A0A521B4A1,PF02585.20
A0A521B7S6,PF07187.14
D6YAQ5,PF00005.30
D6Y482,PF00005.30;PF13304.9
D6Y945,PF08044.14
D6Y2F0,PF03358.18
D6Y7A5,PF03029.20
D6YBG5,PF13412.9;PF13404.9;PF01037.24
D6Y493,PF00005.30;PF13304.9
D6YB86,PF07729.15;PF00392.24
D6Y7B5,PF10611.12
D6Y9K4,PF11273.11
D6Y2G6,PF00440.26
D6Y4R8,PF14279.9;PF01844.26
A0A521B155,PF13669.9;PF00903.28
A0A521CD14,PF13561.9;PF00106.28;PF08659.13
A0A521ERG1,PF07486.15
A0A521AWS0,PF00106.28;PF13561.9;PF08659.13
D6Y2Z3,PF13581.9
D6Y7L0,PF03641.17;PF18306.4
D6Y3Z1,PF00578.24;PF08534.13
D6Y6T2,PF08241.15;PF13649.9;PF13489.9;PF13847.9
D6YAV5,PF13561.9;PF00106.28
D6Y5R0,PF00383.26;PF08211.15
D6Y9K7,PF12728.10
A0A521CVD1,PF00528.25
A0A521E6K7,PF00406.25;PF13207.9;PF05191.17
A0A521EVJ4,PF00072.27;PF00486.31
A0A521C353,PF00312.25
A0A521CKT8,PF08281.15;PF04542.17
D6Y2X1,PF14588.9;PF01042.24
D6Y1X9,PF02245.19
D6Y6U4,PF00702.29;PF13419.9
D6Y1Z8,PF00707.25;PF05198.19
A0A521EAR1,PF13419.9;PF00702.29;PF12710.10
A0A521EF90,PF00583.28
A0A521ACR2,PF00005.30;PF13304.9
D6Y7K6,PF03352.16
D6Y4D0,PF04542.17;PF08281.15;PF04545.19
D6Y237,PF13466.9;PF01740.24
D6Y4Q7,PF02502.21
D6Y5T6,PF00486.31;PF00072.27
D6Y9W0,PF00719.22
D6Y2P1,PF08281.15;PF04545.19
D6Y764,PF09438.13
A0A521ARP4,PF02545.17
A0A521D6B0,PF00430.21
A0A521DA11,PF00359.25
A0A521BNX7,PF00440.26
A0A521BPB7,PF03009.20
A0A521F1B0,PF01625.24
D6Y3E2,PF17928.4;PF17918.4;PF00440.26
D6YB81,PF01553.24
A0A521CM33,PF13302.10
A0A521D5W8,PF00313.25
A0A521D7I1,PF00072.27
D6Y6U9,PF19599.2
D6Y7R9,PF08327.14
D6YAI0,PF00072.27;PF00196.22
D6Y8Z1,PF01957.21
D6YA80,PF01243.23
D6Y4I0,PF01467.29
D6Y5N8,PF00551.22
D6Y9F7,
D6Y286,
D6Y8R9,
D6Y5Z1,
A0A521B2K8,
D6Y2I3,
D6Y874,
D6Y660,
