query_id,accession_id
A0A1G6P2U1,PF07301.14
A0A1I2KLK6,PF02130.20
A0A1G6QZB8,PF07408.14
A0A1I2N5Y7,PF00005.30;PF13304.9
A0A1I2PKN0,PF07261.14
A0A1I2LDT7,PF00216.24
A0A1I2QG46,PF00416.25
A0A1I2NTZ5,PF01521.23
A0A1G6IFX8,PF10502.12
A0A1G6R659,PF02367.20
A0A1I2M095,PF02777.21;PF00081.25
A0A1I2NRZ5,PF13581.9
A0A1I2P6T1,PF00072.27;PF00486.31
A0A1I2T7V6,PF00475.21
A0A1G6HPN2,PF03009.20
A0A1I2Q6Q7,PF02357.22
A0A1I2MQS6,PF00583.28;PF13420.10;PF13673.10;PF13508.10
A0A1I2MRW0,PF00072.27;PF00196.22
A0A1G6L9J4,PF13686.9;PF02635.18
A0A1I2RD44,PF08281.15;PF04542.17;PF04545.19
A0A1G6J1C6,PF00692.22
A0A1G6KUX5,PF10941.11
A0A1I2QWK1,PF03205.17
A0A1I2QF00,PF00347.26
A0A1G6L941,PF00072.27;PF00486.31
A0A1I2LAF6,PF00528.25
A0A1I2LA87,PF13581.9;PF02518.29
A0A1G6HMM7,PF07561.14
A0A1I2KD17,PF00072.27;PF00486.31
A0A1G6JNR3,PF00005.30;PF13304.9
A0A1I2MHT9,PF00528.25
A0A1G6N8Z4,PF10502.12
A0A1G6HL43,PF00583.28;PF13673.10;PF13420.10;PF13508.10;PF13302.10
A0A1I2LAF8,PF00528.25
A0A1G6LNQ4,PF00072.27;PF00486.31
A0A1G6PGC6,PF17898.4
A0A1G6JS56,PF01047.25;PF12802.10
A0A1G6QKC4,PF00903.28
A0A1G6LPD2,PF00106.28;PF13561.9;PF08659.13
A0A1I2NAS4,PF00005.30;PF13304.9
A0A1I2QMY7,PF00510.21
A0A1I2SWI7,PF09285.14;PF08207.15;PF01132.23
A0A1I2KSX2,PF02700.17
A0A1I2MQT5,PF13302.10;PF13420.10
A0A1G6Q8M5,PF06686.14
A0A1G6RD97,PF13419.9
A0A1I2PUE8,PF14693.9;PF01386.22
A0A1G6PF72,PF00406.25;PF13207.9;PF05191.17
A0A1G6JN78,PF04093.15
A0A1I2LQM9,PF00072.27
A0A1G6PFS9,PF00380.22
A0A1I2S8I2,PF01694.25
A0A1G6RSB2,PF00072.27;PF00486.31
A0A1I2KNI5,PF03741.19
A0A1I2KCR3,PF09419.13;PF00702.29;PF13419.9;PF13242.9
A0A1I2KD32,PF01467.29
A0A1G6K996,PF13419.9;PF00702.29;PF12710.10
A0A1G6Q746,PF00106.28;PF13561.9;PF08659.13
A0A1G6HRI8,PF02325.20
A0A1I2Q5U4,PF00542.22;PF16320.8
A0A1I2MI84,PF00072.27;PF00196.22
A0A1I2L9V4,PF11118.11
A0A1G6QLX1,PF13302.10;PF13420.10;PF00583.28
A0A1G6RSM3,PF00578.24;PF08534.13
A0A1I2LD11,PF00528.25
A0A1I2M2E6,PF02754.19
A0A1I2M0B3,PF01022.23
A0A7W9YQQ1,PF00085.23
A0A7W9YTB2,PF17932.4;PF00440.26
A0A7X0D9Q0,PF11127.11
A0A7X0D9V4,PF02659.18
A0A7W9YQP4,PF00005.30;PF13304.9
A0A7W9YPJ5,PF13561.9;PF00106.28;PF08659.13
A0A7X0DAQ6,PF00583.28;PF13508.10;PF13673.10
A0A7X0D9P7,PF00072.27
A0A7W9YNR8,PF08864.13;PF08858.13
A0A7W9YRS7,PF04186.16
A0A7W9YTB7,PF00756.23
A0A7W9YNQ6,PF00334.22
A0A7W9YT85,PF01895.22
A0A7X0D8K0,PF02583.20
A0A7W9YR38,PF00582.29
A0A7W9YP34,PF00312.25
A0A7W9YPY4,PF07486.15
A0A7W9YRH4,PF00072.27;PF00196.22
A0A7W9YQ54,PF00923.22
A0A7X0D8Q6,PF00403.29
A0A7W9YTQ0,PF01047.25;PF12802.10
A0A7W9YRZ7,PF04239.15
A0A7W9YSF8,PF00196.22
A0A7W9YSP8,PF04239.15
A0A7X0D9X1,PF09335.14
A0A7X0DA09,PF04608.16
A0A7W9YT48,PF17136.7
A0A7W9YP35,PF07702.16;PF00392.24
A0A7W9YNL8,PF00849.25;PF01479.28
A0A7W9YP69,PF00072.27;PF00486.31
A0A1G6QUD5,
A0A1G6LQV1,
A0A1G6LDY2,
