query_id,accession_id
A0A4P7A2K5,PF00072.27;PF00486.31
J7ILY0,PF00005.30
J7IVQ9,PF00005.30;PF13304.9
J7J2R5,PF02620.20
A0A1V0V4C4,PF00578.24;PF08534.13
A0A4P6ZYU4,PF00239.24
A0A1V0V9N9,PF00072.27;PF00196.22
A0A1V0VCR3,PF04149.15
A0A4P7A1T1,PF00005.30
A0A1V0V3U4,PF00106.28;PF13561.9;PF08659.13
A0A0M0L995,PF00857.23
A0A4P6ZYE6,PF13083.9
A0A4P6ZX56,PF00486.31;PF00072.27
A0A4V1AN01,PF03061.25;PF13279.9
A0A1V0VG18,PF00072.27;PF00196.22
A0A8J3SXB9,PF13581.9
J7ISK6,PF00005.30;PF02463.22;PF13304.9
A0A4P7A0E7,PF00471.23
T1ZDT9,PF00156.30
A0A0U2W3G3,PF07729.15;PF00392.24
A0A0M0LFR6,PF00313.25
A0A0U2W4R1,PF13419.9;PF00702.29
A0A161JVS5,PF00072.27;PF00196.22
A0A0M0LEF3,PF00156.30
A0A4P6ZWF0,PF01592.19
A0A4P6ZX72,PF00383.26;PF08211.15
A0A4P6ZY05,PF00005.30;PF13304.9
A0A4P6ZYG2,PF00106.28;PF13561.9;PF08659.13
A0A840YW95,PF00072.27
A0A2M9BHJ5,PF00072.27;PF00196.22
A0A369V988,PF01810.21
J7IST1,PF01592.19
A0A2M9B8E8,PF00903.28
A0A2S7IV49,PF13561.9;PF00106.28;PF08659.13
A0A369VBD3,PF03551.17
A0A369VBF2,PF01243.23
A0A1V0VB39,PF00072.27;PF00196.22
A0A369V0V3,PF04149.15
A0A939DFX4,PF01863.20
A0A0M0LP30,PF00072.27;PF00486.31
A0A1H1NBS5,PF07311.15
A0A0M0LNE4,PF00005.30
A0A6I7HMN2,PF00005.30;PF13304.9
A0A4P6ZVR4,PF00269.23
J7ITW9,PF06271.15
A0A0M0LDJ8,PF00005.30;PF13304.9
A0A8J3WWC6,PF08281.15;PF04542.17;PF04545.19
A0A0U2MY56,PF02545.17
A0A1V0V4L4,PF00005.30
A0A4P6ZXF2,PF00005.30
A0A4P7A2T1,PF00156.30
A0A4P7A494,PF01174.22
T1ZC22,PF00551.22
A0A0M0LG20,PF00528.25
A0A4P6ZZX3,PF00528.25
A0A1H1WCN0,PF01451.24
A0A4V1AN65,PF04607.20
A0A8J3SXA4,PF00072.27;PF00196.22
A0A8J3SYD6,PF00005.30;PF13304.9
A0A0M0LAQ3,PF02681.17
A0A0M0LAF6,PF00005.30
A0A0M0LLS7,PF01381.25
A0A562L847,PF01475.22
A0A6I2M9F7,PF01022.23;PF12840.10
A0A4Y3WJW2,PF00005.30
A0A1H0HCM6,PF00005.30;PF13304.9
E0I6L1,PF00453.21
E0IDC2,PF00132.27;PF14602.9
A0A6I2MCZ0,PF00886.22
E0I938,PF00005.30
A0A318KKI8,PF04972.20
A0A3M5UQB9,PF01584.22
A0A4Y1Z9M9,PF00551.22
A0A0P9STS7,PF00072.27;PF00196.22
A0A3M5VGE5,PF00347.26
A0A6I2M3P7,PF00005.30;PF13304.9
E0I301,PF13411.9;PF00376.26
A0A0P6WDN2,PF00072.27;PF00196.22
A0A0P6WGB6,PF04542.17;PF08281.15;PF04545.19
E0I774,PF08141.15
A0A6I2MDX8,PF03551.17
A0A7C7AVF1,PF01288.23
E0I5X5,PF00881.27
A0A6I2MEN0,PF00347.26
N6YQG3,PF02472.19
A0A6I2MHL4,PF01791.12
A0A1I2BBQ4,PF13561.9;PF00106.28
E0I6F1,PF03960.18
A0A1H0TER6,PF20398.1
A0A6I2MFA6,PF06491.14
A0A1I2H5L3,PF00571.31
A0A099D7H3,PF02571.17
A0A4Y3WU25,PF01553.24
A0A1I2M7C3,PF00072.27;PF00196.22
A0A4Y3WPD3,PF00011.24
A0A6I2MED4,PF02081.18
A0A6I2M8S1,PF04239.15
A0A4P6ZWB7,
A0A840YUG5,
A0A4P6ZWD9,
