meso_pid,thermo_pid,functional,score
A0A4Q2JS08,A0LUU5,True,1.0
K9B3B4,A0LVZ4,True,1.0
A0A5P2XGY0,I1D2R2,True,1.0
A0A3D9ZDE9,A0LU13,True,0.6666666666666666
C6WRT2,I1D3E9,True,1.0
A0A0N0H2L7,I1D2J5,False,0.5
A0A098M300,A0A1I0TY88,False,0.5
A0A1H7SEY9,A0A1I0TRW4,True,1.0
A0A938YNM4,A0A3N2H1P2,False,0.5
A0A1M7QKS7,A0A7V9Z0F8,False,0.5
G8PBU8,A0A7V9Z6B3,True,1.0
A0A1E7DU99,A0A7W0BY41,True,1.0
A0A2V4VYK1,A0A7V9Z936,True,1.0
A0A2M9Q952,A0A7V9YZB7,True,0.6666666666666666
A0A4Y3PTP4,A0A7V9Z5E7,True,1.0
A0A511W6Z3,A0A7V9Z6T3,True,1.0
A0A4Y1ZIZ1,G8N202,True,0.6666666666666666
A0A6N8U8E3,G8N339,True,1.0
A0A430B518,G8N184,True,0.6666666666666666
A0A4Y3PH66,G8N1I2,False,0.5
A0A917WXK6,A0A4S3L1H3,True,1.0
A0A3A9K6N4,A0A679FHT4,True,1.0
A0A178YSZ8,A0A1G9AX56,False,0.3333333333333333
A0A1I4YYK7,A0A1G8XUH5,False,0.5
A0A7G5Z7Q5,A0A1G8ZG59,True,1.0
A0A0U3E7M3,A0A1G9AJ55,False,0.0
Q3IZT6,A0A1G9FN99,False,0.3333333333333333
A0A4Q1UMQ9,A0A1G9F508,True,1.0
A0A172ZDZ5,A0A165WST5,True,1.0
A0A2A1KA14,A0A165XV45,False,0.5
A0A1R1ERZ0,A0A165WES6,True,1.0
A0A7X2Z3C7,A0A1H8C642,True,1.0
A0A366JHU6,A0A1H8BPE2,True,1.0
W1SLL3,A0A1H8CR52,True,1.0
A0A920CS42,A0A1H8FFS4,True,1.0
A0A2X4ZFJ4,A0A1H8IQZ8,True,1.0
A0A1Q2D3E3,A0A1H8CTM0,True,1.0
M8DWF5,G8N5R8,False,0.5
A0A430ARZ9,G8N122,True,1.0
D7UWL5,G8N6E3,True,1.0
R2RV47,G8MWU5,True,1.0
A0A239ZIN9,G8MZW7,True,1.0
A0A8B4QBI0,G8N2U4,True,1.0
A0A419V517,G8N409,True,1.0
A0A1R1EJL7,G8N1H9,False,0.3333333333333333
A0A7Y6BWL4,G8N1V2,True,1.0
H3SEM6,G8N111,True,1.0
A0A242LDK7,G8N3H0,True,1.0
F2F928,G8N1K4,True,1.0
A0A0Q3SXR0,G8MZV3,True,1.0
A0A852TG05,G8N4V1,True,1.0
A0A1X7N8R1,G8N5J0,True,1.0
A0A511ZH56,G8MX55,True,1.0
A0A4R5ZBS8,G8MWS7,False,0.0
Q9KDJ7,G8N3J6,True,1.0
A0A852TQM2,G8N2R3,False,0.5
A0A917M7D3,G8N6Q5,True,1.0
A0A1M5I1U1,G8N6Y7,True,1.0
A0A1L8SUZ2,G8N4H0,True,1.0
A0A1J6X1H5,G8N3Z7,True,0.6666666666666666
A0A0R1TWQ1,G8MZH1,True,1.0
Q5WFR0,G8N1B9,True,1.0
A0A223KQ92,G8MX08,True,1.0
A0A0U2N506,G8MXJ2,True,1.0
W4QQF7,G8MYM7,True,1.0
A0A8D9KBA0,G8N130,True,1.0
A0A2A8B6L1,G8N0N5,True,1.0
A0A0J1LH01,G8N1V9,True,1.0
A0A0M0KYN3,G8N263,True,1.0
A0A317ZC99,G8N2Y0,True,1.0
A0A089LU68,G8N1M3,True,0.75
A0A841Q9Y0,G8N017,True,1.0
A0A2B0US43,G8N1D9,True,1.0
R2S8P7,G8N0T0,True,1.0
A0A370GBL6,G8N7I5,True,1.0
A0A1S2LBP3,G8N090,True,1.0
W7CM70,G8N175,True,1.0
S4NJ08,G8N357,True,1.0
A0A091C3A2,G8N3H2,True,1.0
A0A443ILW6,G8N2F7,True,1.0
A0A329QMR4,G8MZS3,False,0.0
A0A380CTB5,G8N056,True,1.0
A0A2L1TUH7,G8MZV1,True,1.0
E3EG53,G8N1V3,False,0.5
A0A0R1WCU1,G8N0W1,True,1.0
W4RKX9,G8N4J7,True,1.0
A0A2S1ACH2,G8N187,True,1.0
A0A1R0YNQ4,G8MYT8,True,0.6666666666666666
A0A511ZFG1,G8N0S1,True,1.0
A0A3R9PWY8,G8N129,True,1.0
A0A168VSC3,G8N5M7,True,1.0
A0A285UKD1,G8N5Y9,True,1.0
A0A285UB65,G8N286,True,1.0
A0A511J396,G8MWL0,False,0.3333333333333333
A0A8I1MGF7,G8N6L9,False,0.0
A0A1H6SU60,A0A1N6DPQ3,True,1.0
A0A1R1ELH7,A0A1J5NIC8,True,1.0
A0A2V2YN20,A0A1J5P494,True,1.0
F2JW20,A0A1N6GQ24,True,1.0
A0A839T3K1,A0A1N6G1Z6,True,1.0
A0A1H2UNJ9,A0A1N6GCM6,True,1.0
F6DUJ8,A0A1J5PCS0,True,1.0
A0A0J1FRQ4,A0A1M4XIK3,True,1.0
A0A365PT91,A0A1N6EXC1,True,1.0
A0A099MXC6,A0A1N6EVR4,True,1.0
A0A1H0U064,A0A1N6GWV6,True,0.6666666666666666
A0A436ZM18,A0A1N6FAQ4,False,0.5
A0A433KFG0,A0A1N6EW85,False,0.5
A0A172ZIY2,A0A1J5NZV1,True,1.0
A0A841RK17,A0A1J5NSB2,False,0.5
L0DVQ0,A0A1N6E1G7,True,1.0
A0A3M5VGE5,A0A1N6DLX9,True,1.0
A0A7Y1MSP4,A0A1N6HJ02,True,1.0
